,column_code,dataset_name,column_name,business_entity_code
635,nyc-taxi-zones.zone,nyc-taxi-zones,zone,Transportation.Public-Transportation.Mass-Transit.Routes
636,nyc-taxi-zones.LocationID,nyc-taxi-zones,LocationID,Transportation.Personal-Transportation.Location
637,nyc-taxi-zones.borough,nyc-taxi-zones,borough,Transportation.Jurisdiction.Regulations
638,mta-nyct-express-bus-capacity-beginning-2023.Week,mta-nyct-express-bus-capacity-beginning-2023,Week,Transportation.Public-Transportation.Mass-Transit.Schedule
639,mta-nyct-express-bus-capacity-beginning-2023.Day Type,mta-nyct-express-bus-capacity-beginning-2023,Day Type,Transportation.Public-Transportation.Mass-Transit.Schedule
640,mta-nyct-express-bus-capacity-beginning-2023.Borough,mta-nyct-express-bus-capacity-beginning-2023,Borough,Transportation.Jurisdiction
641,mta-nyct-express-bus-capacity-beginning-2023.Route,mta-nyct-express-bus-capacity-beginning-2023,Route,Transportation.Public-Transportation.Mass-Transit.Routes
642,mta-nyct-express-bus-capacity-beginning-2023.Direction,mta-nyct-express-bus-capacity-beginning-2023,Direction,Transportation.Public-Transportation.Mass-Transit.Routes
643,mta-nyct-express-bus-capacity-beginning-2023.Hour,mta-nyct-express-bus-capacity-beginning-2023,Hour,Transportation.Public-Transportation.Mass-Transit.Schedule
644,mta-nyct-express-bus-capacity-beginning-2023.Load Percentage,mta-nyct-express-bus-capacity-beginning-2023,Load Percentage,Transportation.Public-Transportation.Mass-Transit.Routes
645,mta-nyct-express-bus-capacity-beginning-2023.Trips with APC,mta-nyct-express-bus-capacity-beginning-2023,Trips with APC,Transportation.Public-Transportation.Mass-Transit.Routes
646,electric-vehicle-population-size-history.Date,electric-vehicle-population-size-history,Date,
647,electric-vehicle-population-size-history.Plug-In Hybrid Electric Vehicle (PHEV) Count,electric-vehicle-population-size-history,Plug-In Hybrid Electric Vehicle (PHEV) Count,
648,electric-vehicle-population-size-history.Battery Electric Vehicle (BEV) Count,electric-vehicle-population-size-history,Battery Electric Vehicle (BEV) Count,
649,electric-vehicle-population-size-history.Electric Vehicle (EV) Total,electric-vehicle-population-size-history,Electric Vehicle (EV) Total,
650,ladot-traffic-counts-summary.Primary Street,ladot-traffic-counts-summary,Primary Street,Transportation.Personal-Transportation.Location
651,ladot-traffic-counts-summary.Dir,ladot-traffic-counts-summary,Dir,
652,ladot-traffic-counts-summary.Cross Street,ladot-traffic-counts-summary,Cross Street,Transportation.Personal-Transportation.Location
653,ladot-traffic-counts-summary.Type,ladot-traffic-counts-summary,Type,
654,ladot-traffic-counts-summary.Dist,ladot-traffic-counts-summary,Dist,Transportation.Personal-Transportation.Mileage
655,ladot-traffic-counts-summary.Count Date,ladot-traffic-counts-summary,Count Date,Transportation.Waiting-Time.Delay
656,ladot-traffic-counts-summary.Day,ladot-traffic-counts-summary,Day,
657,ladot-traffic-counts-summary.W/B,ladot-traffic-counts-summary,W/B,
658,ladot-traffic-counts-summary.E/B,ladot-traffic-counts-summary,E/B,
659,ladot-traffic-counts-summary.N/B,ladot-traffic-counts-summary,N/B,
660,ladot-traffic-counts-summary.S/B,ladot-traffic-counts-summary,S/B,
661,ladot-traffic-counts-summary.Total,ladot-traffic-counts-summary,Total,
662,louisville-metro-ky-animal-services-citation-60070.violationnumber,louisville-metro-ky-animal-services-citation-60070,violationnumber,
663,louisville-metro-ky-animal-services-citation-60070.violationtype,louisville-metro-ky-animal-services-citation-60070,violationtype,
664,louisville-metro-ky-animal-services-citation-60070.form,louisville-metro-ky-animal-services-citation-60070,form,
665,louisville-metro-ky-animal-services-citation-60070.violationdate,louisville-metro-ky-animal-services-citation-60070,violationdate,
666,louisville-metro-ky-animal-services-citation-60070.casenumber,louisville-metro-ky-animal-services-citation-60070,casenumber,
667,louisville-metro-ky-animal-services-citation-60070.casetype,louisville-metro-ky-animal-services-citation-60070,casetype,
668,louisville-metro-ky-animal-services-citation-60070.officer,louisville-metro-ky-animal-services-citation-60070,officer,
669,louisville-metro-ky-animal-services-citation-60070.violationjurisdiction,louisville-metro-ky-animal-services-citation-60070,violationjurisdiction,
670,louisville-metro-ky-animal-services-citation-60070.court,louisville-metro-ky-animal-services-citation-60070,court,
671,louisville-metro-ky-animal-services-citation-60070.docket,louisville-metro-ky-animal-services-citation-60070,docket,
672,louisville-metro-ky-animal-services-citation-60070.appearancedate,louisville-metro-ky-animal-services-citation-60070,appearancedate,
673,louisville-metro-ky-animal-services-citation-60070.outcomedate,louisville-metro-ky-animal-services-citation-60070,outcomedate,
674,louisville-metro-ky-animal-services-citation-60070.outcomestat,louisville-metro-ky-animal-services-citation-60070,outcomestat,
675,louisville-metro-ky-animal-services-citation-60070.receipt,louisville-metro-ky-animal-services-citation-60070,receipt,
676,louisville-metro-ky-animal-services-citation-60070.offense,louisville-metro-ky-animal-services-citation-60070,offense,
677,louisville-metro-ky-animal-services-citation-60070.ObjectId,louisville-metro-ky-animal-services-citation-60070,ObjectId,
678,louisville-metro-ky-animal-services-citation-60070.longitude,louisville-metro-ky-animal-services-citation-60070,longitude,Geospatial.Location.Longitude
679,louisville-metro-ky-animal-services-citation-60070.latitude,louisville-metro-ky-animal-services-citation-60070,latitude,Geospatial.Location.Latitude
680,louisville-metro-ky-animal-services-citation-60070.address,louisville-metro-ky-animal-services-citation-60070,address,Geospatial.Location.Address
681,louisville-metro-ky-animal-services-citation-60070.ZIP,louisville-metro-ky-animal-services-citation-60070,ZIP,Geospatial.Location.ZIP
682,louisville-metro-ky-animal-services-citation-60070.Roads,louisville-metro-ky-animal-services-citation-60070,Roads,Geospatial.Transportation-Network.Roads
683,louisville-metro-ky-animal-services-citation-60070.Trails,louisville-metro-ky-animal-services-citation-60070,Trails,Geospatial.Transportation-Network.Trails
684,wa-tax-exemptions-potential-eligibility-by-make-model-excluding-vehicle-price-criteria.Model Year,wa-tax-exemptions-potential-eligibility-by-make-model-excluding-vehicle-price-criteria,Model Year,
685,wa-tax-exemptions-potential-eligibility-by-make-model-excluding-vehicle-price-criteria.Vehicle Make,wa-tax-exemptions-potential-eligibility-by-make-model-excluding-vehicle-price-criteria,Vehicle Make,
686,wa-tax-exemptions-potential-eligibility-by-make-model-excluding-vehicle-price-criteria.Vehicle Model Description,wa-tax-exemptions-potential-eligibility-by-make-model-excluding-vehicle-price-criteria,Vehicle Model Description,
687,wa-tax-exemptions-potential-eligibility-by-make-model-excluding-vehicle-price-criteria.Alternative Fuel Type,wa-tax-exemptions-potential-eligibility-by-make-model-excluding-vehicle-price-criteria,Alternative Fuel Type,
688,e-bike-field-study-data.date,e-bike-field-study-data,date,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
689,e-bike-field-study-data.lat,e-bike-field-study-data,lat,Bicycles-And-Pedestrians.Bicycle.GPS
690,e-bike-field-study-data.lon,e-bike-field-study-data,lon,Bicycles-And-Pedestrians.Bicycle.GPS
691,e-bike-field-study-data.spd,e-bike-field-study-data,spd,Bicycles-And-Pedestrians.Bicycle.GPS
692,e-bike-field-study-data.blind_turn,e-bike-field-study-data,blind_turn,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
693,e-bike-field-study-data.constrained_tunnel,e-bike-field-study-data,constrained_tunnel,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
694,e-bike-field-study-data.narrow,e-bike-field-study-data,narrow,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
695,e-bike-field-study-data.slow_sign,e-bike-field-study-data,slow_sign,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
696,e-bike-field-study-data.trail_hazards,e-bike-field-study-data,trail_hazards,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
697,e-bike-field-study-data.trail_junction,e-bike-field-study-data,trail_junction,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
698,e-bike-field-study-data.vehicle_conflict_point,e-bike-field-study-data,vehicle_conflict_point,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
699,e-bike-field-study-data.walk_bike_sign,e-bike-field-study-data,walk_bike_sign,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
700,e-bike-field-study-data.eb,e-bike-field-study-data,eb,Bicycles-And-Pedestrians.E-Bike
701,e-bike-field-study-data.uphill,e-bike-field-study-data,uphill,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
702,e-bike-field-study-data.downhill,e-bike-field-study-data,downhill,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
703,e-bike-field-study-data.passing,e-bike-field-study-data,passing,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
704,e-bike-field-study-data.participantid,e-bike-field-study-data,participantid,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
705,e-bike-field-study-data.age,e-bike-field-study-data,age,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
706,e-bike-field-study-data.sex,e-bike-field-study-data,sex,Bicycles-And-Pedestrians.Public-Area.Public-Lands.Trail.TransportationMethod
707,e-bike-field-study-data.bike_type,e-bike-field-study-data,bike_type,Bicycles-And-Pedestrians.Bicycle.Frame
708,e-bike-field-study-data.ebike_class,e-bike-field-study-data,ebike_class,Bicycles-And-Pedestrians.E-Bike
709,highway-performance-monitoring-system-hpms-b7a2f.State,highway-performance-monitoring-system-hpms-b7a2f,State,Roadways-And-Bridges.Population-Density
710,highway-performance-monitoring-system-hpms-b7a2f.API URL,highway-performance-monitoring-system-hpms-b7a2f,API URL,Roadways-And-Bridges.Transportation-Demand
711,highway-performance-monitoring-system-hpms-b7a2f.Map URL,highway-performance-monitoring-system-hpms-b7a2f,Map URL,Roadways-And-Bridges.Work-Zone-Data-Exchange
712,mta-lirr-chargebacks-beginning-2015.ServiceDate,mta-lirr-chargebacks-beginning-2015,ServiceDate,Transportation.Waiting-Time.Delay
713,mta-lirr-chargebacks-beginning-2015.ChargebackAmt,mta-lirr-chargebacks-beginning-2015,ChargebackAmt,
714,mta-lirr-chargebacks-beginning-2015.ChargebackPercentage,mta-lirr-chargebacks-beginning-2015,ChargebackPercentage,Transportation.Green-Report.Fee-Distribution
715,parking-citations-82ba2.ticket_number,parking-citations-82ba2,ticket_number,
716,parking-citations-82ba2.issue_date,parking-citations-82ba2,issue_date,
717,parking-citations-82ba2.issue_time,parking-citations-82ba2,issue_time,
718,parking-citations-82ba2.meter_id,parking-citations-82ba2,meter_id,
719,parking-citations-82ba2.marked_time,parking-citations-82ba2,marked_time,
720,parking-citations-82ba2.rp_state_plate,parking-citations-82ba2,rp_state_plate,
721,parking-citations-82ba2.plate_expiry_date,parking-citations-82ba2,plate_expiry_date,
722,parking-citations-82ba2.vin,parking-citations-82ba2,vin,
723,parking-citations-82ba2.make,parking-citations-82ba2,make,
724,parking-citations-82ba2.body_style,parking-citations-82ba2,body_style,
725,parking-citations-82ba2.color,parking-citations-82ba2,color,
726,parking-citations-82ba2.location,parking-citations-82ba2,location,Transportation.Personal-Transportation.Location
727,parking-citations-82ba2.route,parking-citations-82ba2,route,Transportation.Public-Transportation.Mass-Transit.Routes
728,parking-citations-82ba2.agency,parking-citations-82ba2,agency,
729,parking-citations-82ba2.violation_code,parking-citations-82ba2,violation_code,
730,parking-citations-82ba2.violation_description,parking-citations-82ba2,violation_description,
731,parking-citations-82ba2.fine_amount,parking-citations-82ba2,fine_amount,
732,parking-citations-82ba2.agency_desc,parking-citations-82ba2,agency_desc,
733,parking-citations-82ba2.color_desc,parking-citations-82ba2,color_desc,
734,parking-citations-82ba2.body_style_desc,parking-citations-82ba2,body_style_desc,
735,parking-citations-82ba2.loc_lat,parking-citations-82ba2,loc_lat,
736,parking-citations-82ba2.loc_long,parking-citations-82ba2,loc_long,
737,oath-trials-division-case-status.Filing Agency Case ID,oath-trials-division-case-status,Filing Agency Case ID,City-Government.Agency.Tickets
738,oath-trials-division-case-status.Case Number,oath-trials-division-case-status,Case Number,City-Government.Agency.Tickets
739,oath-trials-division-case-status.Name,oath-trials-division-case-status,Name,City-Government.Agency.Tickets
740,oath-trials-division-case-status.Type,oath-trials-division-case-status,Type,City-Government.Agency.Violation
741,oath-trials-division-case-status.Category,oath-trials-division-case-status,Category,City-Government.City-Department
742,oath-trials-division-case-status.Subcategory,oath-trials-division-case-status,Subcategory,City-Government.City-Department.City-Department-Transportation
743,oath-trials-division-case-status.Opened,oath-trials-division-case-status,Opened,City-Government.Agency.Tickets
744,oath-trials-division-case-status.Original Conference,oath-trials-division-case-status,Original Conference,City-Government.Agency.Tickets
745,oath-trials-division-case-status.Original Trial Date,oath-trials-division-case-status,Original Trial Date,City-Government.Agency.Tickets
746,oath-trials-division-case-status.Trial Concluded,oath-trials-division-case-status,Trial Concluded,City-Government.Agency.Tickets
747,oath-trials-division-case-status.Record Closed,oath-trials-division-case-status,Record Closed,City-Government.Agency.Tickets
748,oath-trials-division-case-status.Premises,oath-trials-division-case-status,Premises,City-Government.City-Department.City-Department-Building
749,oath-trials-division-case-status.Report Issued,oath-trials-division-case-status,Report Issued,City-Government.Agency.Tickets
750,oath-trials-division-case-status.Dispo Code,oath-trials-division-case-status,Dispo Code,City-Government.Agency.Tickets
751,oath-trials-division-case-status.Agency Head Decision,oath-trials-division-case-status,Agency Head Decision,City-Government.Agency.Tickets
752,oath-trials-division-case-status.Appeal Action Date,oath-trials-division-case-status,Appeal Action Date,City-Government.Agency.Tickets
753,king-county-metro-vanpool.the_geom,king-county-metro-vanpool,the_geom,Transportation-And-Roads.Transportation.Road-Transport.Public-Transport.Route
754,king-county-metro-vanpool.Group_Id,king-county-metro-vanpool,Group_Id,Transportation-And-Roads.Transportation.Road-Transport.Public-Transport.Vehicle
755,king-county-metro-vanpool.WorksiteNa,king-county-metro-vanpool,WorksiteNa,
756,king-county-metro-vanpool.Address,king-county-metro-vanpool,Address,Transportation-And-Roads.Infrastructure.Transport-Infrastructure.Road
757,king-county-metro-vanpool.Latitude,king-county-metro-vanpool,Latitude,
758,king-county-metro-vanpool.Longitude,king-county-metro-vanpool,Longitude,
759,king-county-metro-vanpool.City,king-county-metro-vanpool,City,Transportation-And-Roads.Infrastructure.Transport-Infrastructure
760,king-county-metro-vanpool.Origin_Des,king-county-metro-vanpool,Origin_Des,
761,king-county-metro-vanpool.EmployerID,king-county-metro-vanpool,EmployerID,
762,king-county-metro-vanpool.WorksiteID,king-county-metro-vanpool,WorksiteID,
763,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.RespondentID,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,RespondentID,
764,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.StartDate,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,StartDate,Transportation.Personal-Transportation.Mileage
765,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.EndDate,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,EndDate,Transportation.Personal-Transportation.Mileage
766,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.FamiliarityNews,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,FamiliarityNews,Transportation.Green-Report.Clean-Energy
767,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.FamiliarityTech,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,FamiliarityTech,Transportation.Green-Report.Clean-Energy
768,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.SharedCyclist,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,SharedCyclist,
769,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.SharedPedestrian,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,SharedPedestrian,
770,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.SafeAv,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,SafeAv,
771,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.SafeHuman,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,SafeHuman,
772,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.AvImpact,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,AvImpact,
773,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.ProvingGround,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,ProvingGround,
774,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.Speed25Mph,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,Speed25Mph,
775,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.TwoEmployeesAv,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,TwoEmployeesAv,
776,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.SchoolZoneManual,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,SchoolZoneManual,Transportation.Jurisdiction.Regulations
777,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.ShareTripData,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,ShareTripData,
778,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.SharePerformanceData,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,SharePerformanceData,
779,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.ReportSafetyIncident,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,ReportSafetyIncident,
780,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.ArizonaCrash,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,ArizonaCrash,
781,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.ZipCode,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,ZipCode,
782,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.BikePghMember,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,BikePghMember,
783,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.AutoOwner,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,AutoOwner,
784,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.SmartphoneOwner,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,SmartphoneOwner,
785,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh.Age,autonomous-vehicle-survey-of-bicyclists-and-pedestrians-in-pittsburgh,Age,
786,pavement-condition-index-2019.the_geom,pavement-condition-index-2019,the_geom,Transportation.Personal-Transportation.Location
787,pavement-condition-index-2019.OBJECTID,pavement-condition-index-2019,OBJECTID,Transportation.Public-Transportation.Mass-Transit.Routes
788,pavement-condition-index-2019.Segment_ID,pavement-condition-index-2019,Segment_ID,Transportation.Public-Transportation.Mass-Transit.Routes
789,pavement-condition-index-2019.StreetName,pavement-condition-index-2019,StreetName,Transportation.Public-Transportation.Mass-Transit.Routes
790,pavement-condition-index-2019.CENSUS_ID,pavement-condition-index-2019,CENSUS_ID,Transportation.Personal-Transportation.Registration
791,pavement-condition-index-2019.DEPOT_NUMB,pavement-condition-index-2019,DEPOT_NUMB,Transportation.Public-Transportation.Mass-Transit.Schedule
792,pavement-condition-index-2019.DEPOT_NAME,pavement-condition-index-2019,DEPOT_NAME,Transportation.Public-Transportation.Mass-Transit.Schedule
793,pavement-condition-index-2019.MOCO_MAINT,pavement-condition-index-2019,MOCO_MAINT,Transportation.Resurfacing
794,pavement-condition-index-2019.Shape_Leng,pavement-condition-index-2019,Shape_Leng,Transportation.Personal-Transportation.Mileage
795,pavement-condition-index-2019.FromStreet,pavement-condition-index-2019,FromStreet,Transportation.Public-Transportation.Mass-Transit.Routes
796,pavement-condition-index-2019.ToStreet,pavement-condition-index-2019,ToStreet,Transportation.Public-Transportation.Mass-Transit.Routes
797,pavement-condition-index-2019.Length_1,pavement-condition-index-2019,Length_1,Transportation.Personal-Transportation.Mileage
798,pavement-condition-index-2019.Width,pavement-condition-index-2019,Width,Transportation.Personal-Transportation.Vehicle
799,pavement-condition-index-2019.SurfaceTyp,pavement-condition-index-2019,SurfaceTyp,Transportation.Personal-Transportation.Vehicle
800,pavement-condition-index-2019.PCI,pavement-condition-index-2019,PCI,Transportation.Waiting-Time.Delay
801,daily-transit-ridership.Agency,daily-transit-ridership,Agency,Transit.Transit-System.Public-Transit
802,daily-transit-ridership.Mode,daily-transit-ridership,Mode,Transit.Transit-System.Public-Transit.Vehicles
803,daily-transit-ridership.Date,daily-transit-ridership,Date,
804,daily-transit-ridership.Week Number,daily-transit-ridership,Week Number,
805,daily-transit-ridership.Current Ridership,daily-transit-ridership,Current Ridership,Transit.Transit-Ridership.Ridership-Data
806,daily-transit-ridership.Year,daily-transit-ridership,Year,
807,monthly-modal-time-series.NTD ID,monthly-modal-time-series,NTD ID,
808,monthly-modal-time-series.Agency,monthly-modal-time-series,Agency,
809,monthly-modal-time-series.Organization Type,monthly-modal-time-series,Organization Type,
810,monthly-modal-time-series.Mode,monthly-modal-time-series,Mode,
811,monthly-modal-time-series.Type of Service,monthly-modal-time-series,Type of Service,
812,monthly-modal-time-series.Rail (True/False),monthly-modal-time-series,Rail (True/False),
813,monthly-modal-time-series.Primary UZA UACE Code,monthly-modal-time-series,Primary UZA UACE Code,
814,monthly-modal-time-series.Primary UZA Name,monthly-modal-time-series,Primary UZA Name,
815,monthly-modal-time-series.Primary UZA Sq Miles,monthly-modal-time-series,Primary UZA Sq Miles,
816,monthly-modal-time-series.Primary UZA Population,monthly-modal-time-series,Primary UZA Population,
817,monthly-modal-time-series.Service Area Sq Miles,monthly-modal-time-series,Service Area Sq Miles,
818,monthly-modal-time-series.Service Area Population,monthly-modal-time-series,Service Area Population,
819,monthly-modal-time-series.Year,monthly-modal-time-series,Year,
820,monthly-modal-time-series.Month,monthly-modal-time-series,Month,
821,monthly-modal-time-series.Vehicles,monthly-modal-time-series,Vehicles,
822,monthly-modal-time-series.Vehicle Revenue Miles,monthly-modal-time-series,Vehicle Revenue Miles,
823,monthly-modal-time-series.Vehicle Revenue Hours,monthly-modal-time-series,Vehicle Revenue Hours,
824,monthly-modal-time-series.Unlinked Passenger Trips,monthly-modal-time-series,Unlinked Passenger Trips,
825,monthly-modal-time-series.Collisions with Motor Vehicle,monthly-modal-time-series,Collisions with Motor Vehicle,
826,monthly-modal-time-series.Collisions with Person,monthly-modal-time-series,Collisions with Person,
827,monthly-modal-time-series.Collisions with Fixed Object,monthly-modal-time-series,Collisions with Fixed Object,
828,monthly-modal-time-series.Collisions with Rail Vehicle,monthly-modal-time-series,Collisions with Rail Vehicle,
829,monthly-modal-time-series.Collisions with Bus Vehicle,monthly-modal-time-series,Collisions with Bus Vehicle,
830,monthly-modal-time-series.Collisions with Other,monthly-modal-time-series,Collisions with Other,
831,monthly-modal-time-series.Total Collisions,monthly-modal-time-series,Total Collisions,
832,monthly-modal-time-series.Total Derailments,monthly-modal-time-series,Total Derailments,
833,monthly-modal-time-series.Total Fires,monthly-modal-time-series,Total Fires,
834,monthly-modal-time-series.Total Security Events,monthly-modal-time-series,Total Security Events,
835,monthly-modal-time-series.Total Events Not Otherwise Classified,monthly-modal-time-series,Total Events Not Otherwise Classified,
836,monthly-modal-time-series.Total Events,monthly-modal-time-series,Total Events,
837,monthly-modal-time-series.Passenger Fatalities,monthly-modal-time-series,Passenger Fatalities,
838,monthly-modal-time-series.People Waiting or Leaving Fatalities,monthly-modal-time-series,People Waiting or Leaving Fatalities,
839,monthly-modal-time-series.Operator Fatalities,monthly-modal-time-series,Operator Fatalities,
840,monthly-modal-time-series.Other Employee Fatalities,monthly-modal-time-series,Other Employee Fatalities,
841,monthly-modal-time-series.Total Employee Fatalities,monthly-modal-time-series,Total Employee Fatalities,
842,monthly-modal-time-series.Other Worker Fatalities,monthly-modal-time-series,Other Worker Fatalities,
843,monthly-modal-time-series.Bicyclist Fatalities,monthly-modal-time-series,Bicyclist Fatalities,
844,monthly-modal-time-series.Pedestrian in Crosswalk Fatalities,monthly-modal-time-series,Pedestrian in Crosswalk Fatalities,
845,monthly-modal-time-series.Pedestrian Not in Crosswalk Fatalities,monthly-modal-time-series,Pedestrian Not in Crosswalk Fatalities,
846,monthly-modal-time-series.Pedestrian Crossing Tracks Fatalities,monthly-modal-time-series,Pedestrian Crossing Tracks Fatalities,
847,monthly-modal-time-series.Pedestrian Walking Along Tracks Fatalities,monthly-modal-time-series,Pedestrian Walking Along Tracks Fatalities,
848,monthly-modal-time-series.Other Vehicle Occupant Fatalities,monthly-modal-time-series,Other Vehicle Occupant Fatalities,
849,monthly-modal-time-series.Other Fatalities,monthly-modal-time-series,Other Fatalities,
850,monthly-modal-time-series.Trespasser Fatalities,monthly-modal-time-series,Trespasser Fatalities,
851,monthly-modal-time-series.Suicide Fatalities,monthly-modal-time-series,Suicide Fatalities,
852,monthly-modal-time-series.Total Other Fatalities,monthly-modal-time-series,Total Other Fatalities,
853,monthly-modal-time-series.Total Fatalities,monthly-modal-time-series,Total Fatalities,
854,monthly-modal-time-series.Passenger Injuries,monthly-modal-time-series,Passenger Injuries,
855,monthly-modal-time-series.People Waiting or Leaving Injuries,monthly-modal-time-series,People Waiting or Leaving Injuries,
856,monthly-modal-time-series.Operator Injuries,monthly-modal-time-series,Operator Injuries,
857,monthly-modal-time-series.Other Employee Injuries,monthly-modal-time-series,Other Employee Injuries,
858,monthly-modal-time-series.Total Employee Injuries,monthly-modal-time-series,Total Employee Injuries,
859,monthly-modal-time-series.Other Worker Injuries,monthly-modal-time-series,Other Worker Injuries,
860,monthly-modal-time-series.Bicyclist Injuries,monthly-modal-time-series,Bicyclist Injuries,
861,monthly-modal-time-series.Pedestrian in Crosswalk Injuries,monthly-modal-time-series,Pedestrian in Crosswalk Injuries,
862,monthly-modal-time-series.Pedestrian Not in Crosswalk Injuries,monthly-modal-time-series,Pedestrian Not in Crosswalk Injuries,
863,monthly-modal-time-series.Pedestrian Crossing Tracks Injuries,monthly-modal-time-series,Pedestrian Crossing Tracks Injuries,
864,monthly-modal-time-series.Pedestrian Walking Along Tracks Injuries,monthly-modal-time-series,Pedestrian Walking Along Tracks Injuries,
865,monthly-modal-time-series.Other Vehicle Occupant Injuries,monthly-modal-time-series,Other Vehicle Occupant Injuries,
866,monthly-modal-time-series.Other Injuries,monthly-modal-time-series,Other Injuries,
867,monthly-modal-time-series.Trespasser Injuries,monthly-modal-time-series,Trespasser Injuries,
868,monthly-modal-time-series.Suicide Injuries,monthly-modal-time-series,Suicide Injuries,
869,monthly-modal-time-series.Total Other Injuries,monthly-modal-time-series,Total Other Injuries,
870,monthly-modal-time-series.Total Injuries,monthly-modal-time-series,Total Injuries,
871,monthly-modal-time-series.Non-Major Physical Assaults on Operators,monthly-modal-time-series,Non-Major Physical Assaults on Operators,
872,monthly-modal-time-series.Non-Major Non-Physical Assaults on Operators,monthly-modal-time-series,Non-Major Non-Physical Assaults on Operators,
873,monthly-modal-time-series.Non-Major Physical Assaults on Other Transit Workers,monthly-modal-time-series,Non-Major Physical Assaults on Other Transit Workers,
