,dataType,metadata_generatedAt,metadata_generatedBy,metadata_logFileName,metadata_schemaVersion,messageId,metadata_sanitized,metadata_payloadType,metadata_recordType,metadata_serialId_streamId,metadata_serialId_bundleSize,metadata_serialId_bundleId,metadata_serialId_recordId,metadata_serialId_serialNumber,metadata_receivedAt,metadata_rmd_elevation,metadata_rmd_heading,metadata_rmd_longitude,metadata_rmd_latitude,metadata_rmd_speed,metadata_rmd_rxSource,metadata_request_rsus,metadata_request_snmp_channel,metadata_request_snmp_deliverystart,metadata_request_snmp_deliverystop,metadata_request_snmp_enable,metadata_request_snmp_interval,metadata_request_snmp_mode,metadata_request_snmp_msgid,metadata_request_snmp_rsuid,metadata_request_snmp_status,travelerdataframe_anchor_elevation,travelerdataframe_anchor_lat,travelerdataframe_anchor_long,travelerdataframe_closedPath,travelerdataframe_content_advisory_sequence,travelerdataframe_desc_nodes,travelerdataframe_desc_scale,travelerdataframe_direction,travelerdataframe_directionality,travelerdataframe_durationTime,travelerdataframe_frameType,travelerdataframe_id,travelerdataframe_laneWidth,travelerdataframe_msgId_crc,travelerdataframe_msgId_elevation,travelerdataframe_msgId_lat,travelerdataframe_msgId_long,travelerdataframe_msgId_mutcdCode,travelerdataframe_msgId_viewAngle,travelerdataframe_name,travelerdataframe_priority,travelerdataframe_sspLocationRights,travelerdataframe_sspMsgRights1,travelerdataframe_sspMsgRights2,travelerdataframe_sspTimRights,travelerdataframe_startTime,travelerdataframe_startYear,travelerdataframe_url,travelerinformation_msgCnt,travelerinformation_packetID,travelerinformation_timeStamp,travelerinformation_urlB,metadata_securityResultCode,travelerdataframe_content_itis,travelerdataframe_content_workZone_sequence,travelerdataframe_content_genericSign_sequence,travelerdataframe_content_speedLimit_sequence,travelerdataframe_content_exitService_sequence
39,TravelerInformation,01/13/2022 12:22:02 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150948,0,150948,01/13/2022 12:22:02 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412393036,-1054376359,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11111,,,,,5000,,,412393036,-1054376359,,1111111111111111,D_I 80_RSU-10.145.13.15_RC_LARI80ECHEYD-0,5,1,1,1,1,17301,2022,,1,B04C9B70110BCE7B5C,17302,,,,,,,
40,TravelerInformation,01/13/2022 12:22:02 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150949,0,150949,01/13/2022 12:22:03 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412393036,-1054376359,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11111,,,,,5000,,,412393036,-1054376359,,1111111111111111,D_I 80_SAT-57EB8A0A_RC_LARI80ECHEYD-0,5,1,1,1,1,17301,2022,,1,B04C9B70110BCE7B5C,17302,,,,,,,
41,TravelerInformation,01/13/2022 12:22:04 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150950,0,150950,01/13/2022 12:22:05 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412406432,-1054384325,,"[{'item': {'itis': 5895}}, {'item': {'itis': 5907}}, {'item': {'itis': 5127}}, {'item': {'itis': 5385}}]",,0,111110000000,,,,,5000,,,412406432,-1054384325,,1111111111111111,I_I 80_RSU-10.145.11.34_RC_LARI80ECHEYBI-0,5,1,1,1,1,17301,2022,,1,4822FA20DB5B882382,17302,,,,,,,
42,TravelerInformation,01/13/2022 12:22:04 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150951,0,150951,01/13/2022 12:22:05 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412406432,-1054384325,,"[{'item': {'itis': 5895}}, {'item': {'itis': 5907}}, {'item': {'itis': 5127}}, {'item': {'itis': 5385}}]",,0,111110000000,,,,,5000,,,412406432,-1054384325,,1111111111111111,I_I 80_RSU-10.145.11.37_RC_LARI80ECHEYBI-0,5,1,1,1,1,17301,2022,,1,4822FA20DB5B882382,17302,,,,,,,
43,TravelerInformation,01/13/2022 12:22:04 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150952,0,150952,01/13/2022 12:22:05 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412406432,-1054384325,,"[{'item': {'itis': 5895}}, {'item': {'itis': 5907}}, {'item': {'itis': 5127}}, {'item': {'itis': 5385}}]",,0,111110000000,,,,,5000,,,412406432,-1054384325,,1111111111111111,I_I 80_SAT-C0944830_RC_LARI80ECHEYBI-0,5,1,1,1,1,17301,2022,,1,4822FA20DB5B882382,17302,,,,,,,
44,TravelerInformation,01/13/2022 12:22:06 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150953,0,150953,01/13/2022 12:22:07 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411248427,-1053033665,,"[{'item': {'itis': 5895}}, {'item': {'itis': 5907}}, {'item': {'itis': 5127}}, {'item': {'itis': 5385}}]",,0,1000000000001111,,,,,5000,,,411248427,-1053033665,,1111111111111111,D_I 80_RSU-10.145.11.34_RC_LARI80ECHEYBD-0,5,1,1,1,1,17301,2022,,1,B8BF445D180A7D0180,17302,,,,,,,
45,TravelerInformation,01/13/2022 12:22:06 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150954,0,150954,01/13/2022 12:22:07 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411248427,-1053033665,,"[{'item': {'itis': 5895}}, {'item': {'itis': 5907}}, {'item': {'itis': 5127}}, {'item': {'itis': 5385}}]",,0,1000000000001111,,,,,5000,,,411248427,-1053033665,,1111111111111111,D_I 80_RSU-10.145.11.34_RC_LARI80ECHEYBD-0,5,1,1,1,1,17301,2022,,1,B8BF445D180A7D0180,17302,,,,,,,
46,TravelerInformation,01/13/2022 12:22:06 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150955,0,150955,01/13/2022 12:22:07 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411248427,-1053033665,,"[{'item': {'itis': 5895}}, {'item': {'itis': 5907}}, {'item': {'itis': 5127}}, {'item': {'itis': 5385}}]",,0,1000000000001111,,,,,5000,,,411248427,-1053033665,,1111111111111111,D_I 80_SAT-E8DF1E41_RC_LARI80ECHEYBD-0,5,1,1,1,1,17301,2022,,1,B8BF445D180A7D0180,17302,,,,,,,
47,TravelerInformation,01/13/2022 01:00:00 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150962,0,150962,01/13/2022 01:00:00 AM,,,,,,,,,,,,,,,,,,411096100,-1049733700,,,,0,11000,,,,,5000,,,411096100,-1049733700,,1111111111111111,D_I 80_SAT-2420E78F_VSL_V002311-0,5,1,0,0,1,17340,2022,,1,85744F95DEDD823078,17340,,,,,,"[{'item': {'itis': 268}}, {'item': {'itis': 12619}}, {'item': {'itis': 8720}}]",
48,TravelerInformation,01/13/2022 01:00:01 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150963,0,150963,01/13/2022 01:00:01 AM,,,,,,,,,,,,,,,,,,432471000,-1104750100,,,,0,1111111,,,,,5000,,,432471000,-1104750100,,1111111111111111,I_US 191_SAT-56DA0AB0_RC_JACK189191B-0,5,1,0,0,1,17340,2022,,1,FA49C422580CCB7427,17340,,,,,,,
49,TravelerInformation,01/13/2022 01:00:01 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150964,0,150964,01/13/2022 01:00:01 AM,,,,,,,,,,,,,,,,,,415521300,-1056816700,,"[{'item': {'itis': 5895}}, {'item': {'itis': 5907}}, {'item': {'itis': 4868}}]",,0,1111000000000001,,,,,5000,,,415521300,-1056816700,,1111111111111111,I_WY 34_SAT-9F303DFF_RC_LARW34NB-0,5,1,0,0,1,17340,2022,,1,DDBED20BF08782A8CE,17340,,,,,,,
