,ID,Time,distance_av (headway),pos_x_av_f,pos_y_av_f,pos_x_av_m,pos_y_av_m,heading_av_m,dim_x_av,dim_y_av,dim_z_av,speed_av,acc_av,pos_x_sv1_f,pos_y_sv1_f,pos_x_sv1_m,pos_y_sv1_m,heading_sv1,dim_x_sv1,dim_y_sv1,dim_z_sv1,speed_sv1,acc_sv1,pos_x_sv2_f,pos_y_sv2_f,pos_x_sv2_m,pos_y_sv2_m,heading_sv2,dim_x_sv2,dim_y_sv2,dim_z_sv2,speed_sv2,acc_sv2,closest_distance_longitudinal (gap),closest_distance_lateral,map_origin_x,map_origin_y,map_origin_z,road_origin_x_m,road_origin_y_m,road_origin_x_ecef,road_origin_y_ecef,lanelet_id_av,lane_id_av,lanelet_id_sv1,lane_id_sv1,lanelet_id_sv2,lane_id_sv2,total_lanes,run number,sub run number,date,time of day,sub run start time,route starting point(rs),route ending point(re),distance,maplink,annual traffic density,roadway type,road condition,speed limits,type of vehicle,aggressiveness,following distance,special notes,gap level
28,1,3.0,15.87766764,655.5582499,-0.05074117992,-571.3777949,82.97267736,86.46425818,4.7925086,2.3592641,2.2596869,10.74373248,2.38823708,671.4325647,0.2755562657,-570.0196312,98.79317815,84.58940827,5,2,1.6,12.35632934,1.422530125,625.5552419,-0.6461440272,-567.9981179,53.7838686,134.0696166,5,2,1.6,6.552164491,-0.2009459932,11.31265777,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
29,1,3.1,15.98736883,656.6801781,-0.05844359044,-571.3189221,84.09241579,86.85218282,4.7925086,2.3592641,2.2596869,10.83578942,2.129636914,672.66335,0.3077846029,-569.9156151,100.0202332,84.589994,5,2,1.6,12.49649172,1.423799016,626.2049836,-0.5573138493,-568.4411301,54.26739443,131.5757499,5,2,1.6,6.5293991,-0.2223922338,11.4100119,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
30,1,3.2,16.1324942,657.7959381,-0.1389269755,-571.336898,85.21087617,87.29173335,4.7925086,2.3592641,2.2596869,11.03236409,2.192329798,673.9217384,0.3252131242,-569.8185167,101.2703474,84.60876362,5,2,1.6,12.64534879,1.445781122,626.8493214,-0.4414344301,-568.8626929,54.76827112,129.0436758,5,2,1.6,6.516490033,-0.2372679756,11.54095973,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
31,1,3.3,16.17677905,659.016095,-0.1322393453,-571.2510103,86.4301656,87.14112215,4.7925086,2.3592641,2.2596869,11.20420433,1.770977015,675.186034,0.338171883,-569.7138254,102.5300629,84.61935502,5,2,1.6,12.77643175,1.401554763,627.3810866,-0.3505273765,-569.2598687,55.28513628,126.5208914,5,2,1.6,6.501197577,-0.183748,11.65465267,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
32,1,3.4,16.33110866,660.1334101,-0.09155112934,-571.1295603,87.54173409,86.39088897,4.7925086,2.3592641,2.2596869,11.45322405,1.773728936,676.4586347,0.3466797816,-569.6162727,103.8016752,84.62933985,5,2,1.6,12.90639938,1.375175103,628.0219651,-0.3923238922,-569.6332419,55.81832648,124.0381366,5,2,1.6,6.492054991,-0.1502737482,11.76225096,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
33,1,3.5,16.40178566,661.3618435,-0.1341586427,-571.0902807,88.76854178,86.75356196,4.7925086,2.3592641,2.2596869,11.68473088,2.122353646,677.7559345,0.3678732283,-569.5107894,105.0950479,84.64864149,5,2,1.6,13.03576783,1.348190253,628.6716329,-0.4165180818,-569.9824688,56.36668706,121.5750769,5,2,1.6,6.49056383,-0.09708817437,11.87003526,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
34,1,3.6,16.53094118,662.5461677,-0.08965033482,-570.9769207,89.9482016,86.70645507,4.7925086,2.3592641,2.2596869,11.73425719,1.754732747,679.0704125,0.3807908794,-569.4044774,106.4000347,84.650004,5,2,1.6,13.15575109,1.276005772,629.3208596,-0.4131089638,-570.3076489,56.92861798,119.1162266,5,2,1.6,6.480519814,-0.08992554763,11.98529208,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
35,1,3.7,16.37275502,663.769198,-0.1590499116,-570.9690249,91.1752807,86.51402015,4.7925086,2.3592641,2.2596869,11.88444201,1.700594202,680.1330018,0.3819033418,-569.31961,107.4588313,84.65928047,5,2,1.6,13.2758554,1.248559126,629.835807,-0.3930393559,-570.5551993,57.39582072,117.1409236,5,2,1.6,6.490509919,-0.02671914629,11.82420136,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
36,1,3.8,16.79792362,664.9000827,-0.1513222002,-570.8784912,92.30264957,86.7765448,4.7925086,2.3592641,2.2596869,12.08835344,1.587823474,681.6891952,0.3926896842,-569.1929488,109.0139413,84.66926996,5,2,1.6,13.3955706,1.222928047,629.992612,-0.3876158458,-570.6261916,57.53689178,116.5557427,5,2,1.6,6.501654664,0.02399918138,12.17302892,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
37,1,3.9,16.82669257,666.2314396,-0.09999508077,-570.7346977,93.6254808,86.45527187,4.7925086,2.3592641,2.2596869,12.30802414,1.558233141,683.0504651,0.4078025001,-569.084224,110.3712766,84.67925633,5,2,1.6,13.50637411,1.176515704,631.2105388,-0.2953260534,-571.1214207,58.65340968,112.1024142,5,2,1.6,6.563023619,0.1811494721,12.25461506,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
38,1,4.0,16.97017583,667.4482965,-0.153559615,-570.7169299,94.8431328,86.37122131,4.7925086,2.3592641,2.2596869,12.62130085,2.217609149,684.4091037,0.4100217488,-568.9769436,111.7202671,84.69847125,5,2,1.6,13.61589013,1.150347587,631.8534959,-0.2668467999,-571.3734409,59.31378258,109.548042,5,2,1.6,6.602662823,0.305357522,12.33022742,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
39,1,4.1,16.94495217,668.8352984,-0.05595266836,-570.5324891,96.22244198,86.17665716,4.7925086,2.3592641,2.2596869,12.79926677,2.2870619,685.7739353,0.4055065383,-568.8693974,113.0804177,84.70921716,5,2,1.6,13.71619741,1.100855015,632.5082563,-0.321542628,-571.5810312,59.94303537,107.2872343,5,2,1.6,6.648537347,0.3950685712,12.40198633,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
40,1,4.2,17.03432071,670.1216426,-0.2217606102,-570.6044658,97.5177679,85.72049294,4.7925086,2.3592641,2.2596869,12.87073787,1.955961085,687.14396,0.415547415,-568.7615993,114.4515447,84.71919666,5,2,1.6,13.8158217,1.050627753,633.1761053,-0.3568277748,-571.7632894,60.58650585,105.1271791,5,2,1.6,6.733526632,0.5796799195,12.49572794,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
41,1,4.3,17.14245404,671.4063682,-0.2568094918,-570.5529216,98.7983845,86.25189048,4.7925086,2.3592641,2.2596869,12.88467542,1.441628213,688.5351447,0.4278521726,-568.6535646,115.8336689,84.72918214,5,2,1.6,13.90686388,1.00122444,633.8532701,-0.3676433849,-571.9237543,61.24447199,103.0526509,5,2,1.6,6.82787228,0.662121651,12.58937264,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
42,1,4.4,17.20279536,672.7326108,-0.213451062,-570.4319795,100.1195294,85.85530711,4.7925086,2.3592641,2.2596869,13.07388395,1.131457768,689.9233054,0.4316073041,-568.5376909,117.2165095,84.730006,5,2,1.6,13.98740248,0.9287808847,634.5296654,-0.3684705656,-572.0641003,61.91794843,101.0491778,5,2,1.6,6.941659643,0.8474920522,12.53795844,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
43,1,4.5,17.28461971,674.0382274,-0.1166607347,-570.2505624,101.418273,85.27556349,4.7925086,2.3592641,2.2596869,13.17040552,0.9278468744,691.3141617,0.4304948398,-568.4287824,118.6084395,84.7482548,5,2,1.6,14.07607836,0.8997023801,635.2251804,-0.3547140198,-572.1820249,62.60458453,99.20182046,5,2,1.6,7.034633395,0.9652401202,12.64157316,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
44,1,4.6,17.45660303,675.2765921,-0.1851162619,-570.229086,102.6586633,85.79178042,4.7925086,2.3592641,2.2596869,12.96644598,0.2392702676,692.7219158,0.4416351821,-568.320248,120.0125744,84.75910464,5,2,1.6,14.15663346,0.8520293917,635.9318582,-0.3170853443,-572.277608,63.30578683,97.47347523,5,2,1.6,7.161264842,1.069345526,12.80698517,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
45,1,4.7,17.18740738,676.7081243,-0.1906707571,-570.1364043,104.0857383,85.66070382,4.7925086,2.3592641,2.2596869,13.09827048,0.5339876297,693.8837533,0.4455549827,-568.2329303,121.1658107,84.76909008,5,2,1.6,14.23632926,0.8236634547,636.4723372,-0.3422210752,-572.3422722,63.88993815,96.12536232,5,2,1.6,7.233540536,1.01417064,12.61545741,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
46,1,4.8,17.87918443,678.0585832,-0.146497528,-570.0045038,105.4303309,85.29905051,4.7925086,2.3592641,2.2596869,13.2870066,0.532806602,695.9281355,0.440000992,-568.0728225,123.2081692,84.77905943,5,2,1.6,14.31600847,0.8215149784,636.9168559,-0.3699700922,-572.3829301,64.33812881,95.1553199,5,2,1.6,7.378891752,1.093080273,13.34602921,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
47,1,4.9,17.6102489,679.4451442,-0.1648504558,-569.918858,106.8163976,85.31163534,4.7925086,2.3592641,2.2596869,13.32449678,0.3852281447,697.0446224,0.4506845794,-567.9822801,124.3215553,84.78905133,5,2,1.6,14.40482825,0.821874728,638.0367814,-0.4085777653,-572.4501554,65.45670223,93.03558072,5,2,1.6,7.54169182,1.267646062,13.08231859,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
48,1,5.0,17.69265632,680.7607133,-0.08252895699,-569.7326579,108.1214889,85.45253526,4.7925086,2.3592641,2.2596869,13.56264805,1.490505183,698.4450199,0.460249686,-567.8755944,125.7179135,84.80804659,5,2,1.6,14.48541323,0.8219494217,638.8274047,-0.4228289646,-572.4762839,66.25777717,91.7002231,5,2,1.6,7.678013664,1.291872055,13.08538799,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
49,1,5.1,18.10439619,682.2005156,-0.1460870461,-569.6950067,109.5612186,85.51577612,4.7925086,2.3592641,2.2596869,13.70189211,1.509054097,700.2947202,0.4607784634,-567.7264009,127.5563466,84.819009,5,2,1.6,14.57420787,0.8446965219,639.741342,-0.4305698507,-572.4823625,67.1728772,90.41779545,5,2,1.6,7.846788252,1.53311929,13.54475447,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
