,_id,name,asset_type,tags,location_id,street_address,unit,unit_type,municipality,city,state,zip_code,latitude,longitude,parcel_id,residence,iffy_geocoding,available_transportation,parent_location_id,parent_location,url,email,phone,hours_of_operation,holiday_hours_of_operation,periodicity,capacity,wifi_network,internet_access,computers_available,accessibility,open_to_public,child_friendly,sensitive,do_not_display,localizability,services,hard_to_count_population,data_source_names,data_source_urls,organization_name,organization_phone,organization_email,etl_notes,geocoding_properties
50,32876177,MANORCARE HEALTH SERVICES KING OF PRUSSI,nursing_homes,,3885,600 WEST VALLEY FORGE ROAD,,,,KING OF PRUSSIA,,19406,40.103801,-75.393468,,,,,,,http://www.heartland-manorcare.com/KingofPrussia,BARBARA.REIGEL@,16103371775.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
51,32876178,MANORCARE HEALTH SERVICES JERSEY SHORE,nursing_homes,,3780,1008 THOMPSON STREET,,,,JERSEY SHORE,,17740,41.201828,-77.267556,,,,,,,http://www.heartland-manorcare.com/JerseyShore,rhonda.riggle@h,15703984747.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
52,32876179,MANORCARE HEALTH SERVICES HUNTINGDON VAL,nursing_homes,,3908,3430 HUNTINGDON PIKE,,,,HUNTINGDON VALLEY,,19006,40.14822,-75.059988,,,,,,,http://www.heartland-manorcare.com/HuntingdonValley,abbie.jacobs@hc,12159387171.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
53,32876180,MANORCARE HEALTH SERVICES GREENTREE,nursing_homes,,3521,1848 GREENTREE ROAD,,,,PITTSBURGH,,15220,40.397409,-80.067816,,,,,,,http://www.heartland-manorcare.com,amy.romano@hcr-,14123447744.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
54,32876181,MANORCARE HEALTH SERVICES ERIE,nursing_homes,,3679,3805 FIELD STREET,,,,ERIE,,16511,42.14741,-80.014931,,,,,,,http://www.heartland-manorcare.com,peter.mureithi@,18148985600.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
55,32876182,MANORCARE HEALTH SERVICES ELIZABETHTOWN,nursing_homes,,3733,320 SOUTH MARKET STREET,,,,ELIZABETHTOWN,,17022,40.147433,-76.603613,,,,,,,http://www.heartland-manorcare.com/Elizabethtown,lori.martzall@h,17173671377.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
56,32876183,PAVILION AT SAINT LUKE VILLAGE,nursing_homes,,4115,1000 STACIE DRIVE,,,,HAZLETON,,18201,40.943127,-75.950939,,,,,,,http://www.consulatehealthcare.com,sandra.l.malia@,15704535100.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
57,32876184,MANORCARE HEALTH SERVICES DALLASTOWN,nursing_homes,,3819,100 WEST QUEEN STREET,,,,DALLASTOWN,,17313,39.898709,-76.646333,,,,,,,http://www.manorcare.com/Dallastown,amanda.chase@hc,17172461671.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
58,32876185,MANORCARE HEALTH SERVICES CHAMBERSBURG,nursing_homes,,3809,1070 STOUFFER AVENUE,,,,CHAMBERSBURG,,17201,39.916061,-77.649052,,,,,,,http://www.heartland-manorcare.com/Chambersburg,amber.hurley@hc,17172630436.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
59,32876186,MANORCARE HEALTH SERVICES CARLISLE,nursing_homes,,3728,940 WALNUT BOTTOM ROAD,,,,CARLISLE,,17015,40.183968,-77.21182,,,,,,,http://www.heartland-manorcare.com/Carlisle,holly.townsend@,17172490085.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
60,32876187,MANORCARE HEALTH SERVICES CAMP HILL,nursing_homes,,3718,1700 MARKET STREET,,,,CAMP HILL,,17011,40.240473,-76.913041,,,,,,,http://www.manorcare.com/CampHill,randy.holtry@hc,17177378551.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
61,32876188,MANORCARE HEALTH SERVICES BETHLEHEM 2029,nursing_homes,,4086,2029 WESTGATE DRIVE,,,,BETHLEHEM,,18017,40.640291,-75.408413,,,,,,,https://www.manorcare.com/Bethlehem29,kristen.santang,16108610100.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
62,32876189,MANORCARE HEALTH SERVICES BETHLEHEM 2021,nursing_homes,,4085,2021 WESTGATE DRIVE,,,,BETHLEHEM,,18017,40.639828,-75.40823,,,,,,,http://www.heartland-manorcare.com/Bethlehem21,mary.reagan@hcr,16108656077.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
63,32876190,MANORCARE HEALTH SERVICES BETHEL PARK,nursing_homes,,3488,60 HIGHLAND ROAD,,,,BETHEL PARK,,15102,40.348701,-80.046116,,,,,,,http://www.heartland-manorcare.com/BethelPark,dayna.colaizzi@,14128316050.0,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
64,32876191,Westinghouse Playground (Swing 2 Bays),parks_and_facilities,,88750,398 N Murtland St,,,,Pittsburgh,PA,,40.45290843,-79.90333692,,,,,,,,,,,,,,,,,t,,t,,,FIX,,,WPRDC Dataset: Playground Equipment,https://data.wprdc.org/dataset/playground-equipment,,,,This is derived from an aggregated version of the WPRDC Playground Equipment dataset.,
65,32876192,LEO MEYER MANOR,affordable_housing,,2094,1015 Church Ave,,,,Mc Kees Rocks,PA,15136-3667,40.4643110594,-80.0663955574,,,,,,,,,14123318000.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
66,32876193,LEETSDALE HIRISE,affordable_housing,,2091,27 Spencer St,,,,Leetsdale,PA,15056-1140,40.564989,-80.2074195,,,,,,,,,14128293910.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
67,32876194,LEECHBURG GARDENS APTS,affordable_housing,,2290,1803 Garden Dr,,,,Verona,PA,15147-3621,40.4886004668,-79.8013647752,,,,,,,,,14123934080.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
68,32876195,LAVENDER HEIGHTS II,affordable_housing,,2130,412 Lavender Heights Ct,,,,Pittsburgh,PA,15235-3652,40.4790675276,-79.7809396691,,,,,,,,,14127981341.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
69,32876196,Brittini R Wright LLC DBA Wright Childcare Solutions,schools,LEA type: Miscellaneous,8474,437 Turrett Street,,,,Pittsburgh,PA,15201,40.462063,-79.909797,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Brittini R Wright LLC DBA Wright Childcare Solutions,,,,
70,32876197,Community Specialists Corporation DBA The Academy,schools,"LEA type: Other Private, Non-Licensed Entity",8622,900 Agnew Rd,,,,Pittsburgh,PA,15227,40.399366,-79.968168,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Community Specialists Corporation DBA The Academy,,,,
71,32876198,I Have A Dream Foundation,schools,LEA type: Miscellaneous,8932,"Carnegie Mellon Univ, 218 N Highland Ave  2nd FL",,,,Pittsburgh,PA,15213,40.463075,-79.92412,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,I Have A Dream Foundation,,,,
72,32876199,Kingdom Life Fellowhsip Pittsburgh DBA Haven House,schools,LEA type: Miscellaneous,8407,148 Jucunda Street,,,,Pittsburgh,PA,15210,40.41733,-79.990413,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Kingdom Life Fellowhsip Pittsburgh DBA Haven House,,,,
73,32876200,Linda Grinage DBA Blessed Assurance Christian Child Care,schools,LEA type: Miscellaneous,3113,230 Third Avenue,,,,Rankin,PA,15104,40.4121826480788,-79.8800755797489,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Linda Grinage DBA Blessed Assurance Christian Child Care,,,,
74,32876201,Methodist Union of Social Agencies,schools,"LEA type: Other Private, Non-Licensed Entity",8839,120 E 9th Ave,,,,Homestead,PA,15120,40.405857,-79.91087,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Methodist Union of Social Agencies,,,,
75,32876202,Pennsylvania Women Work,schools,LEA type: Miscellaneous,8864,"Chamber of Commerce Building, 411 Seventh Ave., Suite 925",,,,Pittsburgh,PA,15219,40.442682,-79.996425,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Pennsylvania Women Work,,,,
76,32876203,Plea Development Preschool,schools,"LEA type: Other Private, Non-Licensed Entity",9002,733 South Ave,,,,Pittsburgh,PA,15221,40.441495,-79.883881,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Plea Development Preschool,,,,
77,32876204,Ruth Jean Hamilton Child Develoment Center,schools,LEA type: Miscellaneous,8419,1403 Lincoln Avenue,,,,Pittsburgh,PA,15206,40.468003,-79.896901,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Ruth Jean Hamilton Child Develoment Center,,,,
78,32876205,Shining Stars Creative Childcare & Learning Center,schools,LEA type: Miscellaneous,8446,904 Wood Street,,,,Wilkinsburg,PA,15221,40.443133,-79.885107,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Shining Stars Creative Childcare & Learning Center,,,,
79,32876206,Young Men's Christian Association,schools,LEA type: Miscellaneous,9214,128 East Pittsburgh Street,,,,Greensburg,PA,15601,40.303025,-79.541305,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Young Men's Christian Association,,,,
80,32876207,LAVENDER HEIGHTS I aka Penn Hills Senior Housing,affordable_housing,,2129,100 Lavender Heights Ct,,,,Pittsburgh,PA,15235-3653,40.4774891959,-79.7830873132,,,,,,,,,14127981341.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
81,32876208,LAURENTIAN HALL,affordable_housing,,2202,5321 Penn Ave,,,,Pittsburgh,PA,15224-1760,40.464945,-79.937838,,,,,,,,,14123614462.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
82,32876209,LARIMER PHASE 1,affordable_housing,,2201,Scattered Sites,,,,Pittsburgh,PA,15206-2613,40.464951,-79.915148,,,,,,,,,,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
83,32876210,LARIMER EAST LIBERTY PH 1,affordable_housing,,2200,Scattered Sites,,,,Pittsburgh,PA,15206-0000,40.4680043,-79.9111732,,,,,,,,,13143352712.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
84,32876211,LAMBETH APTS,affordable_housing,,2199,4003 Penn Ave,,,,Pittsburgh,PA,15224-1337,40.4652934941,-79.9573900963,,,,,,,,,14127952191.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
85,32876212,KELLY-HAMILTON,affordable_housing,,2198,7301 Kelly St,,,,Pittsburgh,PA,15208-1912,40.455171,-79.894701,,,,,,,,,14124416100.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
86,32876213,Immaculate Conception Church /of Immaculate Conception Parish,faith-based_facilities,,88804,,,,,,,,40.172039,-80.2490234,,,,,,,http://www.icwashpa.net,office@icwashpa.net,17242251425.0,,,,,,,,,,,,,FIX,,,Catholic Churches in Allegheny County,http://alcogis.maps.arcgis.com/home/item.html?id=a691de8fc3254f6d8b23d97610f67920,,,,,
87,32876214,Holy Ghost,faith-based_facilities,,88786,,,,,,,,40.4669304,-80.0319824,,,,,,,www.archeparchy.org/page/directories/parishes/pittsburgh-holyghost08.htm,holyghost@verizon.net,14123215072.0,,,,,,,,,,,,,FIX,,,Catholic Churches in Allegheny County,http://alcogis.maps.arcgis.com/home/item.html?id=a691de8fc3254f6d8b23d97610f67920,,,,,
88,32876215,HOLLIDAY MEMORIAL AFRICAN METHODIST EPISCOPAL ZION CHURCH,faith-based_facilities,,2939,600 TALBOT AVENUE,,,,BRADDOCK,PA,15104,40.4016873,-79.870061,,,,,,,,,14122715565.0,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
89,32876216,Epiphany Church /of St. Alphonsus Parish,faith-based_facilities,,88778,,,,,,,,41.1094284,-79.9018631,,,,,,,http://www.stalspar.com/index.html,stalphparish@zoominternet.net,17244761476.0,,,,,,,,,,,,,FIX,,,Catholic Churches in Allegheny County,http://alcogis.maps.arcgis.com/home/item.html?id=a691de8fc3254f6d8b23d97610f67920,,,,,
90,32876217,Corpus Christi Church /of Saint Charles Lwanga Parish (Closed until further notice),faith-based_facilities,,88775,,,,,,,,40.4698715,-79.8940735,,,,,,,http://www.stcharleslwanga.org,stcharles2@verizon.net,14127313020.0,,,,,,,,,,,,,FIX,,,Catholic Churches in Allegheny County,http://alcogis.maps.arcgis.com/home/item.html?id=a691de8fc3254f6d8b23d97610f67920,,,,,
91,32876218,Beechview United Presbyterian Church,faith-based_facilities,,540,1621 Broadway Ave,,,,Pittsburgh,PA,15216,40.409686,-80.024391,,,,,,,https://b-m.facebook.com/BeechviewUnitedPresbyterian/?_ft_=top_level_post_id.1440164222767879%3Atl_objid.1440164222767879%3Athrowback_story_fbid.1440164222767879%3Apage_id.983424608441845%3Apage_insights.%7B%22983424608441845%22%3A%7B%22role%22%3A1%2C%22p,,,,,,,,,,,,,f,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,"{'confidence': 1, 'accuracy': 'point', 'match_type': 'exact', 'layer': 'address', 'label': '1621 Broadway Ave, Pittsburgh, PA, USA'}"
92,32876219,VETERANS AFFAIRS PITTSBURGH HEALTH CARE SYSTEM - HEINZ DIVISION,va_facilities,,3401,"1010 DELAFIELD ROAD, VETERANS AFFAIRS MEDICAL CENTER ASPINWALL",,,,PITTSBURGH,PA,15240,40.49517,-79.88735,,,,,,,,,18664827488.0,,,,,,,,,,,,,FIX,,,GIS: Veterans Health Administration Medical Facilities,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Veterans_Health_Administration_Medical_Facilities/FeatureServer,,,,,
93,32876220,Oakmont Elks,community_nonprofit_orgs,fish fry,260,106 WASHINGTON AVE,,,,OAKMONT,PA,,40.516208,-79.847427,,,,,,,https://www.facebook.com/events/570103646795371/,,14128281668.0,,,seasonal,,,,f,t,,t,f,,FIX,,,WPRDC Dataset: Pittsburgh Fish Fries (2020),https://data.wprdc.org/dataset/pittsburgh-fish-fry-map,,,,"Fish Fry events: Friday Feb 28 from 3:00 PM to 7:00 PM, Friday Mar 6 from 3:00 PM to 7:00 PM, Friday Mar 13 from 3:00 PM to 7:00 PM, Friday Mar 20 from 3:00 PM to 7:00 PM, Friday Mar 27 from 3:00 PM to 7:00 PM, Friday Apr 3 from 3:00 PM to 7:00 PM, Friday Apr 10 from 3:00 PM to 7:00 PM",
94,32876221,Allegheny Elks Lodge #339,community_nonprofit_orgs,fish fry,192,400 CEDAR AVE,,,,PITTSBURGH,PA,,40.451826,-80.000775,,,,,,,https://www.facebook.com/alleghenyelks/,,14123211834.0,,,seasonal,,,,f,f,,t,f,,FIX,,,WPRDC Dataset: Pittsburgh Fish Fries (2020),https://data.wprdc.org/dataset/pittsburgh-fish-fry-map,,,,"Fish Fry events: Friday Feb 28 from 6:00 PM to 8:00 PM, Friday Mar 6 from 6:00 PM to 8:00 PM, Friday Mar 13 from 6:00 PM to 8:00 PM, Friday Mar 20 from 6:00 PM to 8:00 PM, Friday Mar 27 from 6:00 PM to 8:00 PM, Friday Apr 3 from 6:00 PM to 8:00 PM, Friday Apr 10 from 6:00 PM to 8:00 PM",
95,32876222,K LEROY IRVIS TOWER,affordable_housing,,2197,715 Mercer St,,,,Pittsburgh,PA,15219-4147,40.4440197394,-79.9869677919,,,,,,,,,14127651008.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
96,32876223,JUST INN TRANSITION,affordable_housing,,2196,215 Lelia St,,,,Pittsburgh,PA,15211-2306,40.4218089836,-80.0093710269,,,,,,,,,14123816171.0,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
97,32876224,SAINT MARK AFRICAN METHODIST EPISCOPAL CHURCH,faith-based_facilities,,2847,1409 MONTIER STREET,,,,WILKINSBURG,PA,15221,40.4444266,-79.8747321,,,,,,,,,14123712800.0,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
98,32876225,SAINT MARGARET OF SCOTLAND CHURCH,faith-based_facilities,,2797,310 MANSFIELD AVENUE,,,,PITTSBURGH,PA,15220,40.4225365,-80.0469146,,,,,,,,,14129210745.0,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
99,32876226,SAINT LOUISE DE MARILLAC CHURCH,faith-based_facilities,,2984,320 MCMURRAY ROAD,,,,PITTSBURGH,PA,15241,40.3158045,-80.0717538,,,,,,,,,14128331010.0,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
