,Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location
30,MRL,Montana Rail Link,1991,MRL131,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=MRLMRL13119910421,91,4,,,,,,BN,Burlington Northern Railroad Company,MT0205,91,4,,21,04/21/1991,4:00 AM,3,Rear end collision,0,0,0,0,,SYSTEM,SYSTEM,AUSTIN,14.5,30,MT,MONTANA,49.0,LEWIS AND CLARK,8,44,1,Dawn,1,Clear,1.0,Main,MAIN LINE,2,013.01,3.0,East,8.0,Light loco(s),Yes,356,35,Estimated,35,0,,,E,,,,,,,,,,MRL,305.0,1.0,,,,,,,,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,60000,H204,,,,H215,,2.0,0.0,0.0,0.0,3.0,55.0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"FAILED TO STOP FOR RED ASPECT/VIOLATED GCOR A, 106, 227, 633, 4B, 108, AND GENERAL SAFETY RULE NO.1.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Main,2,3L,3L,2,BNMT0205199104,MRLMRL131199104,Shortline,Class 2,SMT-8 - Short Line West,MRL,Montana Rail Link,Not Assigned,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,
31,SOO,SOO Line Railroad Company,1990,NA39,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=SOONA3919900701,90,7,,,,,,SOO,SOO Line Railroad Company,NA39,90,7,,1,07/01/1990,1:40 PM,1,Derailment,0,0,0,0,,NORTHE,NORTHERN,CHARLES CITY,82.7,19,IA,IOWA,37.0,CHICKASAW,6,86,2,Day,1,Clear,1.0,Main,SINGLE MAIN,3,007.42,3.0,East,1.0,Freight Train,Yes,230,10,Recorded,10,9660,,,O,,,,,,,,,,MILW,1286.0,70.0,Yes,,,,,,,No,5,0,0,0,0,0,0,0,0,0,77,0,4,0,1,5,0,0,0,0,76500,13500,90000,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"ON A HOT SUMMER AFTERNOON FREIGHT TRAIN 230-01 WITH UNITS 757-756-2036-4601-2045 AND 77 LOADS, 4 EMPTIES, 9660 TONS WAS HEADING EASTBOUND AT10 MPH AT MP 82.7 NEAR CHARLES CITY, IA WHEN FIVE COVERED HOPPERS LOADED WITH CORN DERAILED. THE ENGINEER STATED THAT HE FELT A JERK IN THETRAIN AND THE AIR WENT INTO EMERGENCY. AFTER STOPPING, THE CREW INSPECTED THE TRAIN AND FOUND THE 65TH THROUGH 69TH CARSFROM THE HEAD END ALL LAYING ON THEIR SIDES. SOO 84776 WAS LAYING ON IT'S SIDE TO THE NORTH, WHILE S00 88380, 74035, MILW 378, AND MILW 1286 WERE LAYING TO THE SOUTH. IN ADDITION, GNWR 301315 WHICH WAS NOT DERAILED, DID NOT SUN A BENT CORNER POST. THE MAIN LINE WAS BLOCKED AND SUSTAINED SEVERE DAMAGE FOR ABOUT 360 FEET. THE POINT OF DERAILMENT WAS UNDER A 10 MPH RESTRICTION BY TRACK BULLETIN AND HAS BEEN WORKED BY TIE GANG WORKING IN THAT AREA. THE TIE GANG WAS WORKING BETWEEN MP 82.0 AND MP 83.8, AND THE DERAILMENT OCCURRED AT MP 82.7. CAUSE OF DERAILMENT WAS DETERMINED TO HAVE BEEN MISSING ANCHORS AND SOME TIES NOT SPIKED. THIS COUPLED WITH 86 DEGREES & HEAVILY LOADED TRAIN, CAUSED TRACK TO BUCKLE.NoneNoneNone",Main,3,1L,1L,1,SOONA39199007,SOONA39199007,,Class 1,SMT-8 - Short Line West,CPKC,CANADIAN PACIFIC KANSAS CITY,Not Assigned,,,,,,,,Class 1,SMT-8 - Short Line West,CPKC,CANADIAN PACIFIC KANSAS CITY,Not Assigned,
32,CR,Conrail,1990,0530001,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR053000119900703,90,7,,,,,,CR,Conrail,0530001,90,7,,3,07/03/1990,5:55 PM,1,Derailment,0,0,0,0,,PITTSB,PITTSBURGH,ISLAND AVENUE,0.9,42,PA,PENNSYLVANIA,3.0,ALLEGHENY,2,70,2,Day,2,Cloudy,1.0,Main,NO. 2 MAIN TRACK,1,,4.0,West,1.0,Freight Train,Yes,MAIL,5,Estimated,5,2450,,,G,,,,,,,,,,WTTX,911131.0,3.0,Yes,,,,,,,No,2,0,0,0,0,0,0,0,0,0,30,0,22,0,0,3,0,0,0,0,4150,2500,6650,T314,Switch point worn or broken,,,T314,Switch point worn or broken,1.0,0.0,1.0,1.0,8.0,40.0,8.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,BROKEN SWITCH POINT 140 LB. RESULTED IN DERAILMENT OF 3 CARS.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,1,1L,1L,1,CR0530001199007,CR0530001199007,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
33,CSX,CSX Transportation,1989,058901028,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX05890102819890518,89,5,,,,,,CSX,CSX Transportation,058901028,89,5,,18,05/18/1989,4:00 AM,12,Other impacts,0,0,0,0,,ATLANT,ATLANTA,RADNOR,J01900,47,TN,TENNESSEE,37.0,DAVIDSON,3,58,4,Dark,1,Clear,2.0,Yard,B YARD,1,,1.0,North,7.0,Yard/switching,Yes,Y347,5,Estimated,5,0,,,N,,,,,,,,,,NAHX,465097.0,1.0,No,,,,,,,No,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,11000,0,11000,H314,Retarder yard skate improperly applied,,,H314,Retarder yard skate improperly applied,1.0,,,,1.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,IMPROPERLY PLACED RETARDER YARD SKATE ALLOWED CARS TO ROLL OUT AND INTO ANOTHER TRACK.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,CSX058901028198905,CSX058901028198905,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,
34,BN,Burlington Northern Railroad Company,1989,PA958,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNPA95819890514,89,5,,,,,,BN,Burlington Northern Railroad Company,PA958,89,5,,14,05/14/1989,1:30 AM,12,Other impacts,0,0,0,0,,PACIFI,PACIFIC,WASPOKANE,0.0,53,WA,WASHINGTON,63.0,SPOKANE,8,48,4,Dark,1,Clear,2.0,Yard,INTERCHG,1,,3.0,East,5.0,Single Car,,,0,Estimated,0,0,,,N,,,,,,,,,,GATX,61048.0,,No,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,0,10000,H302,Cars left foul,,,H302,Cars left foul,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"CAR GATX 61048 FOUND DAMAGED ON THE INTERCHANGE TRACK, APPARENTLY CAR LEFT FOUL AND WAS HIT BY UNKNOWN TRAIN.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Yard,1,1L,1L,1,BNPA958198905,BNPA958198905,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,
35,CR,Conrail,1989,0940001,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR094000119890308,89,3,,,,,,CR,Conrail,0940001,89,3,536535G,8,03/08/1989,10:53 AM,7,Hwy-rail crossing,0,0,0,0,,DEARBO,DEARBORN,KALAMAZOO,53.6,26,MI,MICHIGAN,77.0,KALAMAZOO,4,20,2,Day,1,Clear,1.0,Main,SINGLE MAIN,3,,2.0,South,7.0,Yard/switching,Yes,7681,25,Estimated,25,260,,,OIM,,,,,,,,,,CR,7681.0,1.0,,,,,,,,No,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,10570,0,10570,M399,Other causes (Provide detailed description in narrative),,,M399,Other causes (Provide detailed description in narrative),1.0,0.0,1.0,0.0,9.0,25.0,9.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"TRACTOR-TRAILER RAN BY FLASHERS AND WAS STRUCK BY YDKZ1 AT VINE ST., CROSSING.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Main,3,1L,1L,1,CR0940001198903,CR0940001198903,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
36,CNW,Chicago And North Western Railway Company,1989,890315,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CNW89031519890323,89,3,,,,,,CNW,Chicago And North Western Railway Company,890315,89,3,,23,03/23/1989,11:10 PM,1,Derailment,0,0,0,0,,EASTER,EASTERN,PROVISO,,17,IL,ILLINOIS,31.0,COOK,4,4,4,Dark,1,Clear,2.0,Yard,"TRACK 57, YARD 5",1,,,,7.0,Yard/switching,Yes,JOB4,4,Estimated,4,1372,,,NM,,,,,,,,,,UELX,78121.0,5.0,No,,,,,,,No,2,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,2,0,0,2850,3600,6450,H313,"Retarder, improper manual operation",,,H313,"Retarder, improper manual operation",1.0,0.0,1.0,1.0,0.0,10.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,IMPROPER MANUAL OPERATION OF RETARDER.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,CNW890315198903,CNW890315198903,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,
37,CR,Conrail,1979,0730002,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR073000219791012,79,10,,,,,,CR,Conrail,0730002,79,10,,12,10/12/1979,6:20 AM,4,Side collision,0,0,0,0,,MICHIG,MICHIGAN,LANSING,,26,MI,MICHIGAN,65.0,INGHAM,4,62,2,Day,2,Cloudy,2.0,Yard,1-2 HOLLOW-SAGINAW,1,,,,6.0,Cut of cars,,,0,Estimated,10,0,,,N,,,,,,,,,,CO,462918.0,,Yes,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2250,0,15250,H302,Cars left foul,,,H302,Cars left foul,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,3,CR0730002197910,CR0730002197910,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
38,GSMR,GULF AND MISSISSIPPI RAILROAD CORPORATION,1987,824126,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GSMR82412619870104,87,1,,,,,,GSMR,GULF AND MISSISSIPPI RAILROAD CORPORATION,824126,87,1,,4,01/04/1987,7:10 PM,1,Derailment,0,0,0,0,,SYSTEM,SYSTEM,DECATUR,173,28,MS,MISSISSIPPI,101.0,NEWTON,3,39,4,Dark,2,Cloudy,1.0,Main,MAIN,2,,1.0,North,1.0,Freight Train,Yes,8215,5,Estimated,5,990,,,IM,,,,,,,,,,PTLX,34350.0,3.0,Yes,,,,,,,No,5,0,0,0,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,0,18705,7888,26593,T110,Wide gage (due to defective or missing crossties),,,T110,Wide gage (due to defective or missing crossties),1.0,0.0,1.0,1.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,2,3L,3L,1,GSMR824126198701,GSMR824126198701,,,,GMSR,Gulf And Mississippi Railroad Corporation,Not Assigned,,,,,,,,,,GMSR,Gulf And Mississippi Railroad Corporation,Not Assigned,
39,GSMR,GULF AND MISSISSIPPI RAILROAD CORPORATION,1986,82496,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GSMR8249619860520,86,5,,,,,,GSMR,GULF AND MISSISSIPPI RAILROAD CORPORATION,82496,86,5,306271E,20,05/20/1986,5:50 AM,1,Derailment,0,0,0,0,,SYSTEM,SYSTEM,ETHELVILLE,MR-29,1,AL,ALABAMA,101.0,MONTGOMERY,3,68,2,Day,2,Cloudy,1.0,Main,MAINLINE,2,001.07,2.0,South,1.0,Freight Train,Yes,8226,22,Estimated,22,3810,,,IM,,,,,,,,,,USLX,7240.0,14.0,Yes,USLX,7240.0,14.0,Yes,,,No,3,0,0,0,0,0,0,0,0,0,33,0,17,0,0,6,0,0,0,0,16800,2000,18800,E43C,Side bearing(s) missing,,,E43C,Side bearing(s) missing,1.0,0.0,1.0,1.0,4.0,50.0,4.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,2,3L,3L,1,GSMR82496198605,GSMR82496198605,,,,GMSR,Gulf And Mississippi Railroad Corporation,Not Assigned,,,,,,,,,,GMSR,Gulf And Mississippi Railroad Corporation,Not Assigned,
40,UP,Union Pacific Railroad Company,1986,0386OR208,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0386OR20819860327,86,3,,,,,,UP,Union Pacific Railroad Company,0386OR208,86,3,,27,03/27/1986,5:00 PM,1,Derailment,0,0,0,0,,OREGON,OREGON,HOOPER,3,53,WA,WASHINGTON,75.0,WHITMAN,8,50,2,Day,1,Clear,1.0,Main,BRANCH MAINLINE,2,,4.0,West,1.0,Freight Train,Yes,COLF,20,Estimated,20,4302,,,IMO,,,,,,,,,,UP,71804.0,17.0,Yes,,,,,,,No,2,0,0,0,0,0,0,0,0,0,32,0,8,0,0,1,0,0,0,0,800,6980,7780,E61C,Broken rim,,,E61C,Broken rim,1.0,0.0,1.0,2.0,7.0,0.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,BROKEN RIM OF WHEEL RESULTED IN DERAILMENT.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,2,1L,1L,1,UP0386OR208198603,UP0386OR208198603,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,
41,SOO,SOO Line Railroad Company,1986,SA8,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=SOOSA819860128,86,1,,,,,,SOO,SOO Line Railroad Company,SA8,86,1,,28,01/28/1986,11:15 AM,1,Derailment,0,0,0,0,,SOUTHE,SOUTHERN,NAHANT,195.7,19,IA,IOWA,163.0,SCOTT,6,12,2,Day,2,Cloudy,2.0,Yard,#16,1,,1.0,North,1.0,Freight Train,No,,2,Estimated,2,90,,,N,,,,,,,,,,UCLX,30279.0,8.0,No,,,,,,,No,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3,0,0,9400,550,9950,H301,Car(s) shoved out and left out of clear,,,H301,Car(s) shoved out and left out of clear,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,CAR FOUND DAMAGED IN YARD.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,SOOSA8198601,SOOSA8198601,,Class 1,SMT-8 - Short Line West,CPKC,CANADIAN PACIFIC KANSAS CITY,Not Assigned,,,,,,,,Class 1,SMT-8 - Short Line West,CPKC,CANADIAN PACIFIC KANSAS CITY,Not Assigned,
42,SOO,SOO Line Railroad Company,1985,WA18,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=SOOWA1819850522,85,5,,,,,,SOO,SOO Line Railroad Company,WA18,85,5,,22,05/22/1985,11:25 AM,4,Side collision,0,0,0,0,,WESTER,WESTERN,GLENWOOD,120.5,27,MN,MINNESOTA,121.0,POPE,4,72,2,Day,2,Cloudy,2.0,Yard,E-6,1,,4.0,West,6.0,Cut of cars,No,,0,Estimated,5,0,,,N,,,,,,,,,,CP,304400.0,1.0,Yes,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10000,0,10050,M201,Load shifted,,,M201,Load shifted,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SHIFTED LOAD ON CAR SIDESWIPED TWO CARS ON ADJACENT TRACK.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,SOOWA18198505,SOOWA18198505,,Class 1,SMT-8 - Short Line West,CPKC,CANADIAN PACIFIC KANSAS CITY,Not Assigned,,,,,,,,Class 1,SMT-8 - Short Line West,CPKC,CANADIAN PACIFIC KANSAS CITY,Not Assigned,
43,CR,Conrail,1984,0940001,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR094000119841215,84,12,,,,,,CR,Conrail,0940001,84,12,,15,12/15/1984,3:55 PM,1,Derailment,0,0,0,0,,TOLEDO,TOLEDO,TOLEDO,5.5,39,OH,OHIO,173.0,WOOD,2,37,2,Day,2,Cloudy,2.0,Yard,DEPATURE #3-STANLEY,1,,2.0,South,7.0,Yard/switching,Yes,6901,2,Estimated,2,1873,,,N,,,,,,,,,,CR,275575.0,38.0,Yes,,,,,0.0,0.0,No,2,0,0,0,0,0,0,0,0,0,17,0,19,0,0,3,0,0,0,0,5315,0,5315,H303,"Derail, failure to apply or remove",,,H303,"Derail, failure to apply or remove",1.0,0.0,1.0,1.0,1.0,25.0,1.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"CREW SHOVING 36 CARS INTO DEPARTURE YD,SHOVED 3 CARS OVER DERAIL.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Yard,1,1L,1L,1,CR0940001198412,CR0940001198412,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
44,CO,COLORADO,1984,AWV0589,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAWV058919840727,84,7,,,,,,CO,COLORADO,AWV0589,84,7,,27,07/27/1984,10:20 PM,4,Side collision,0,0,0,0,,WVIRGI,WEST VIRGINIA,RUSSELL,524.0,21,KY,KENTUCKY,89.0,GREENUP,3,75,4,Dark,1,Clear,2.0,Yard,#49,,,,,6.0,Cut of cars,No,,0,Estimated,6,0,,,N,,,,,,,,,,CO,62259.0,1.0,Yes,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,1,0,0,0,0,2500,0,5125,H302,Cars left foul,,,H302,Cars left foul,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"EXTRA 3918 HUMP CREW CUT 14 CAR OFF FOR #48 TRACK,#49 TRACK WAS NOT IN CLEAR,RESULTING IN CORNERINGCO 62259 IN #49 TRACK AND DERAILING CO 84112 GOING INTO TRACK #48 TRACK.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Yard,0,1L,1L,3,COAWV0589198407,COAWV0589198407,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
45,CR,Conrail,1984,0920005,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR092000519840716,84,7,,,,,,IHB,Indiana Harbor Belt Railroad Company,020784,84,7,,16,07/16/1984,5:30 AM,1,Derailment,0,0,0,0,,CHICAG,CHICAGO,CHICAGO,,17,IL,ILLINOIS,31.0,COOK,4,70,1,Dawn,1,Clear,,,,,,3.0,East,1.0,Freight Train,Yes,BA12,2,Estimated,2,0,,,N,,,,,,,,,,OTTX,90854.0,15.0,No,,,,,0.0,0.0,No,4,0,0,0,0,0,0,0,0,0,11,0,34,0,1,0,0,9,0,0,8140,0,9961,H503,"Buffing or slack action excessive, train handling",,,H503,"Buffing or slack action excessive, train handling",1.0,0.0,1.0,2.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SLACK ACTION CAUSED CARS TO JUMP TRACK.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,1,1L,1L,1,IHB020784198407,CR0920005198407,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,
46,BN,Burlington Northern Railroad Company,1983,NE931,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNNE93119831213,83,12,,,,,,BN,Burlington Northern Railroad Company,NE931,83,12,,13,12/13/1983,12:01 AM,1,Derailment,0,0,0,0,,NEBRAS,NEBRASKA,LINCOLN,0000.0,31,NE,NEBRASKA,109.0,LANCASTER,6,10,4,Dark,2,Cloudy,2.0,Yard,S H 9,1,,3.0,East,6.0,Cut of cars,,,0,Recorded,0,0,,,NI,,,,,,,,,,LOVX,2873.0,,Yes,LOVX,2873.0,,Yes,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,10500,0,10500,E31C,"Coupler mismatch, high/low",,,E31C,"Coupler mismatch, high/low",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TRAIN CUT 1 HAD 2 CARS FOUND DERAILED DUE TO APPARENT BY-PASSED COUPLERS.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,BNNE931198312,BNNE931198312,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,
47,CO,COLORADO,1983,AOH2228,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAOH222819831110,83,11,,,,,,CO,COLORADO,AOH2228,83,11,,10,11/10/1983,6:40 PM,4,Side collision,0,0,0,0,,OHIO,OHIO,TOLEDO,117.0,39,OH,OHIO,173.0,WOOD,2,40,4,Dark,3,Rain,2.0,Yard,TRK #7,,,,,6.0,Cut of cars,,,2,Estimated,2,0,,,N,,,,,,,,,,GATX,14395.0,1.0,No,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,8000,50,10050,H999,Other train operation/human factors (Provide detailed description in narrative),,,H999,Other train operation/human factors (Provide detailed description in narrative),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,0,1L,1L,1,COAOH2228198311,COAOH2228198311,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
