,hh_id,num_trips,num_days_complete,person_id,person_num,is_participant,phone_type,relationship,age,r_age,race_1,race_2,race_3,race_4,race_5,race_6,race_997,race_999,r_race,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_997,ethnicity_999,r_ethnicity,gender,can_drive,disability,disability_follow_1,disability_follow_2,disability_follow_3,disability_follow_4,disability_follow_5,disability_follow_6,disability_follow_996,disability_follow_999,education,employment,worker,num_jobs,job_type,industry,work_in_region,work_county,work_cms_zone,wfh_policy,commute_freq,telework_freq,r_telework_freq,work_mode,r_work_mode,work_mode_own,work_mode_auto,work_park_loc,work_park_pay,work_park_cost,work_park_amount,work_mode_taxi,work_mode_bus,work_mode_rail,work_mode_ferry,work_mode_bike,work_bike_park,work_mode_scooter,work_scooter_park,student,r_student,school_type,r_school_type,school_in_region,school_county,school_freq,remote_class_freq,school_mode,school_mode_own,school_mode_auto,school_park_loc,school_park_cost,school_park_amount,school_mode_taxi,school_mode_bus,school_mode_rail,school_mode_ferry,school_mode_bike,school_bike_park,school_mode_scooter,school_scooter_park,home_park_1,home_park_2,home_park_3,home_park_pay,home_park_cost,home_park_amount,second_home,second_home_freq,second_home_in_region,second_home_county,share_1,share_2,share_3,share_4,share_5,share_6,share_996,tnc_freq,tnc_purp,carshare_freq,vehicle,bike_freq,bike_purp_1,bike_purp_2,bike_purp_3,bike_purp_4,bike_purp_5,bike_purp_6,bike_purp_997,no_bike_nyc_1,no_bike_nyc_2,no_bike_nyc_3,no_bike_nyc_4,no_bike_nyc_5,no_bike_nyc_6,no_bike_nyc_7,no_bike_nyc_9,no_bike_nyc_997,no_freq_bike_nyc_1,no_freq_bike_nyc_2,no_freq_bike_nyc_3,no_freq_bike_nyc_4,no_freq_bike_nyc_5,no_freq_bike_nyc_6,no_freq_bike_nyc_997,no_freq_bike_nyc_other,bike_stolen,citi_bike_freq,citi_bike_type,citi_bike_pay,citi_bike_alt_mode,no_bike_share_1,no_bike_share_2,no_bike_share_3,no_bike_share_4,no_bike_share_5,no_bike_share_6,no_bike_share_7,no_bike_share_8,no_bike_share_997,micromobility_devices_204,micromobility_devices_83,micromobility_devices_205,micromobility_devices_73,micromobility_devices_206,micromobility_devices_207,micromobility_devices_996,kid_accompany,kid_mode,r_kid_mode,kid_mode_own,kid_mode_auto,kid_mode_taxi,kid_mode_bus,kid_mode_rail,kid_mode_ferry,kid_access,kid_egress,kid_mode_bike,kid_mode_scooter,harassment,harassment_change_1,harassment_change_2,harassment_change_3,harassment_change_4,harassment_change_5,harassment_change_6,harassment_change_7,harassment_change_8,harassment_change_9,harassment_change_10,harassment_change_996,harassment_change_997,person_weight
30,22002918,4,1,2200291801,1,1,1,0,9,4,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,5,1,1,1,0,0,1,1,0,0,0,0,6,5,0,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,1,0,1,3,275.0,0,995,0,,0,0,0,0,0,0,1,995,995,995,6,996,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,1,1,0,0,1,0,0,0,0,0,1016.023774
31,22002932,8,7,2200293201,1,1,995,0,9,4,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,7,5,0,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,0,1,0,995,,0,995,0,,0,0,0,0,0,0,1,995,995,995,6,996,995,995,995,995,995,995,995,0,0,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,1596.021866
32,22002983,23,6,2200298301,1,1,995,0,9,4,0,0,0,0,0,0,0,1,999,0,0,0,0,0,0,1,999,1,1,0,995,995,995,995,995,995,995,995,7,5,0,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,0,0,0,0,0,0,1,995,995,995,995,996,995,995,995,995,995,995,995,0,0,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,1084.617237
33,22003058,35,5,2200305801,1,1,995,0,5,2,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,999,1,1,999,995,995,995,995,995,995,995,995,3,1,1,1,2,15,995,,995,1,1,995,996,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,1,1,1,36005.0,1,0,0,0,0,0,0,1,2,995,995,996,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,0,0,1,0,1,0,0,1,0,0,527.0307707
34,22003059,24,7,2200305901,1,1,1,0,6,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,2,1,1,1,2,10,995,,995,1,1,995,996,102,102,995,995,995,995,995,,995,23,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,1,1,1,36061.0,1,0,0,0,0,0,0,3,2,995,995,996,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,0,1,0,0,0,0,0,0,0,0,1796.557326
35,22003116,10,1,2200311601,1,1,0,0,10,4,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,7,5,0,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,1,0,1,3,300.8,0,995,0,,0,0,0,0,0,0,1,995,995,995,6,996,995,995,995,995,995,995,995,1,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,358.7899272
36,22003151,24,7,2200315101,1,1,995,0,6,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,5,2,1,1,1,7,1,36005.0,2,1,1,995,996,102,102,995,995,995,995,995,,995,61,995,995,995,995,995,995,3,2,12,5,1,36061.0,995,3,995,995,995,995,995,,995,995,995,995,995,995,995,995,1,0,0,0,995,,0,995,0,,1,0,0,0,0,0,0,4,4,995,6,996,995,995,995,995,995,995,995,0,0,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,0,1,0,0,0,0,0,0,0,0,204.0628421
37,22003223,94,1,2200322301,1,1,995,0,6,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,999,1,3,0,995,995,995,995,995,995,995,995,3,6,0,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,0,0,0,0,0,0,1,995,995,995,995,996,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,203.7784959
38,22003296,70,6,2200329601,1,1,995,0,5,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,999,1,3,0,995,995,995,995,995,995,995,995,2,5,0,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,0,0,0,0,0,0,1,995,995,995,995,996,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,309.884785
39,22003372,1,1,2200337201,1,1,0,0,8,3,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,3,1,1,0,995,995,995,995,995,995,995,995,6,1,1,1,1,7,1,36005.0,2,1,1,995,996,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,0,1,0,995,,0,995,0,,0,0,0,0,0,0,1,995,995,995,6,996,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,1,0,0,0,549.6184828
40,22003430,39,6,2200343001,1,1,995,0,5,2,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,3,1,3,0,995,995,995,995,995,995,995,995,3,1,1,1,1,12,1,36005.0,2,1,1,995,996,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,6,995,995,995,996,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,1,1,0,0,203.2145554
41,22003464,8,4,2200346401,1,1,995,0,4,2,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,2,2,1,0,995,995,995,995,995,995,995,995,2,2,1,1,1,14,0,36119.0,11,1,1,995,996,101,100,995,33,3,1,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,1,0,0,0,0,0,2,1,6,995,996,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,0,0,0,0,0,0,0,0,0,0,595.8490888
42,22003642,3,1,2200364201,1,1,2,0,7,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,999,2,1,0,995,995,995,995,995,995,995,995,6,1,1,1,1,997,0,36001.0,11,1,1,995,996,102,102,995,995,995,995,995,,995,23,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,1,7,0,36001.0,0,0,1,0,0,0,0,995,995,995,995,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,995,0,6,995,995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,0,0,0,0,0,0,0,0,0,431.4932515
43,22003649,63,7,2200364901,1,1,995,0,7,3,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,2,1,0,995,995,995,995,995,995,995,995,7,1,1,1,5,10,1,36061.0,4,3,3,3,3,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,0,1,0,995,,0,995,0,,1,0,1,0,0,0,0,5,2,995,6,5,1,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,1,1,0,0,0,0,995,0,4,1,2,1,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,0,0,1,0,319.5683817
44,22003665,65,6,2200366501,1,1,995,0,5,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,1,0,995,995,995,995,995,995,995,995,5,1,1,1,1,997,0,36005.0,2,2,2,4,4,100,100,6,995,4,2,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,0,1,0,995,,1,2,1,36047.0,0,0,0,0,0,0,1,995,995,995,997,996,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,203.7170131
45,22003785,36,7,2200378501,1,1,2,0,5,2,0,0,0,0,0,0,0,1,999,0,0,0,0,0,1,0,6,1,3,0,995,995,995,995,995,995,995,995,3,1,1,1,1,7,1,36005.0,2,1,1,995,996,102,102,995,995,995,995,995,,995,23,995,995,995,995,995,995,4,1,12,5,1,36005.0,995,1,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,3,1,995,995,996,995,995,995,995,995,995,995,0,0,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,557.5765113
46,22003953,0,1,2200395301,1,1,2,0,5,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,6,1,1,1,5,1,1,36081.0,5,5,5,1,1,102,102,995,995,995,995,995,,995,55,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,3,1,995,995,996,995,995,995,995,995,995,995,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,1,1,1,0,0,1,1,0,0,241.6829281
47,22004035,58,6,2200403501,1,1,2,0,6,3,0,0,0,0,0,0,0,1,999,0,0,0,0,1,0,0,5,1,3,0,995,995,995,995,995,995,995,995,7,1,1,1,5,8,1,36005.0,1,3,3,3,3,102,102,995,995,995,995,995,,995,23,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,6,995,995,995,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,995,0,1,995,995,995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,1,1,1,0,1,0,1,0,0,0,527.0307707
48,22004045,30,7,2200404501,1,1,995,0,6,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,3,0,995,995,995,995,995,995,995,995,3,6,0,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,3,2,11,4,1,36061.0,995,3,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,1,0,1,0,0,5,1,995,995,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,0,1,0,0,0,1,0,995,995,5,2,1,996,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,1,0,0,0,0,0,1,0,0,0,203.6915329
49,22004046,52,4,2200404601,1,1,995,0,7,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,3,1,1,1,1,997,1,36005.0,2,1,1,995,996,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,6,995,995,995,996,995,995,995,995,995,995,995,1,1,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,1,0,0,0,203.8477589
