,ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
46,SATD200311,11/01/2003,73395323,76641581,55785892,57843368,17609431,18798213,52785625,57784143,39333528,42566428,13452097,15217716,71.9,75.4,70.5,73.6,76.4,81.0,5131,5882,47059,50449,52190,56331,54128776,59334156,3008398,2888582,1380233,1402049,852170,858147,448181812,476194798,724971,751361,219553,221424,1753.6,1828.3,47.9,46.8,81.1,233698,243497,106.3,-0.4,99.0,1.7,104.2,0.2,99.60151932,97.3195317,1.55,1.0059,1.1251,1.0021,1.124,1.0217,0.9542,0.9898,0.9761,0.9478,1.0824
47,SATD200312,12/01/2003,77335110,77495392,58842551,58517583,18492559,18977809,57280778,58235097,42699596,43100642,14581182,15134455,74.1,75.1,72.6,73.7,78.8,79.7,5650,5786,49757,49968,55407,55755,58739845,59908636,2973296,2879474,1349155,1407480,797451,860799,489403554,481847325,758869,781835,229032,222194,2263.7,1851.2,50.5,51.3,83.3,238538,243315,108.8,2.4,100.9,1.9,106.6,2.3,99.65092736,97.27641348,1.55,1.0157,1.1216,1.0059,1.1275,1.0338,0.9929,0.9932,0.9883,1.0374,1.1116
48,SATD200401,01/01/2004,77146785,78689087,58306593,59458008,18840192,19231080,52332277,57486478,38114607,42512563,14217670,14973915,67.8,73.1,65.4,71.5,75.5,77.9,5565,5783,43815,49391,49380,55175,53979787,59299314,2618911,2915713,1391261,1416790,841769,864160,410338691,481567071,740829,767965,225292,222654,2675.8,1927.0,43.6,48.7,82.0,222450,243817,107.8,-0.9,99.6,-1.3,105.5,-1.0,99.81828762,97.34551685,1.55,1.0054,1.1357,1.0126,1.1319,1.0332,0.9753,0.9952,1.0288,0.9866,1.0952
49,SATD200402,02/01/2004,73880259,79878931,56180696,60378039,17699563,19500892,51347537,58826630,38575084,43635133,12772453,15191497,69.5,73.6,68.7,72.3,72.2,77.9,5222,5860,45307,50688,50529,56548,53179693,60791339,2825337,3130747,1318895,1405843,806222,872519,389778365,472926845,750265,781393,208800,221876,2511.1,1954.9,40.7,47.6,82.1,213709,244576,108.2,0.4,101.8,2.2,106.5,0.9,100.4240496,97.78326671,1.55,1.0306,1.2195,1.0048,1.1428,1.0146,0.9923,0.9918,1.0437,0.963,1.0959
50,SATD200403,03/01/2004,81026015,79728871,61833579,60110467,19192436,19618404,61923381,59695875,46507739,44247933,15415642,15447942,76.4,74.9,75.2,73.6,80.3,78.7,6114,5902,54147,51016,60261,56919,64035864,61601231,3269430,3027470,1460107,1416073,906899,902743,453014590,463455760,843276,789442,229266,230214,2100.9,1789.1,47.5,46.4,85.2,251403,248689,110.5,2.1,103.0,1.2,108.4,1.8,100.0404616,100.6296402,1.54,1.0444,1.1792,1.0121,1.1824,0.9943,1.0025,1.029,0.9551,0.9395,1.1377
51,SATD200404,04/01/2004,79318899,80243249,60067863,60518336,19251036,19724913,60744714,60384325,45795662,44999086,14949052,15385238,76.6,75.3,76.2,74.4,77.7,78.0,5944,5950,53253,51823,59197,57772,62340117,62087081,3087285,3081711,1422511,1422689,892142,908377,471116666,461766544,803337,779688,223585,228153,1745.2,1849.0,49.2,47.2,85.0,250968,248376,110.7,0.2,103.1,0.1,108.6,0.2,100.448159,100.1676185,1.58,1.0526,1.2004,1.0168,1.1898,0.9907,0.9902,1.0198,0.9871,0.9557,1.135
52,SATD200405,05/01/2004,81588952,80464825,60923099,60454742,20665853,20010083,61384009,60381202,45350262,44741831,16033747,15639371,75.2,75.0,74.4,74.0,77.6,78.2,6050,5998,53031,51908,59081,57906,62530704,61899888,3083767,3098479,1475594,1431822,938204,916154,472861212,466465779,781133,781764,235017,227220,1573.0,1895.6,49.4,47.3,84.4,257235,246159,110.5,-0.2,103.0,-0.1,108.4,-0.2,101.1770627,100.966305,1.55,1.0494,1.2069,1.0233,1.2,1.0008,0.9928,1.0157,1.012,0.9571,1.127
53,SATD200406,06/01/2004,82779262,80744829,61629864,60480024,21149398,20264805,67430529,61464565,49774219,45586287,17656310,15878278,81.5,76.1,80.8,75.4,83.5,78.4,6684,6176,56959,52474,63643,58650,68866397,63223442,3081024,3108737,1411047,1412674,916328,918430,514365919,458025280,784558,785037,227750,225472,1483.7,1822.3,48.9,46.8,85.5,257383,245171,111.0,0.5,104.6,1.6,109.3,0.8,100.3968049,101.6841805,1.59,1.0719,1.2109,1.0097,1.203,0.9827,0.9969,1.0078,0.9729,0.947,1.1417
54,SATD200407,07/01/2004,86649009,80839009,64095669,60431229,22553340,20407780,71593504,61670053,52730292,45680661,18863212,15989391,82.6,76.3,82.3,75.6,83.6,78.3,7483,6189,59614,52657,67097,58846,73335889,62849748,3188225,3205696,1405130,1423660,930866,920180,554813029,456162892,754430,782017,228476,223899,1584.9,1778.9,51.1,47.9,85.3,265969,247686,111.2,0.2,104.1,-0.5,109.3,0.0,101.1417094,101.4186179,1.58,1.0655,1.2486,1.0175,1.2053,0.9787,0.9931,1.0008,0.9497,0.9694,1.1393
55,SATD200408,08/01/2004,86942038,81188158,64479721,60695837,22462317,20492320,69244299,61417402,50816430,45405395,18427869,16012007,79.6,75.6,78.8,74.8,82.0,78.1,7295,6258,57381,52975,64676,59233,70961522,63103148,3112989,3088767,1478446,1412566,970145,912200,511216651,437994732,772963,785819,234408,226719,1578.0,1741.8,50.4,48.7,84.6,262836,247344,110.2,-0.9,104.4,0.3,108.7,-0.5,101.2300385,103.2392918,1.59,1.0698,1.2031,1.0096,1.1948,0.9397,0.9979,1.0134,0.9299,0.986,1.1288
56,SATD200409,09/01/2004,77986620,80159823,57694884,59906454,20291736,20253369,56494925,61567291,40644161,45433182,15850764,16134109,72.4,76.8,70.4,75.8,78.1,79.7,5670,6257,47672,53051,53342,59309,57881041,63141540,3246085,3252655,1408654,1396729,937213,925149,401403280,440123338,814446,783698,222372,225858,1482.2,1868.8,43.5,46.9,84.8,243515,247916,110.8,0.5,104.4,0.0,109.1,0.4,101.3478826,103.5788121,1.56,1.0705,1.2669,0.9983,1.2118,0.9443,0.9952,1.0096,0.9977,0.95,1.1324
57,SATD200410,10/01/2004,82291114,82190273,61604719,61294428,20686395,20895846,61743819,63022019,45765588,46507090,15978231,16514930,75.0,76.7,74.3,75.9,77.2,79.0,5896,6445,54167,54260,60063,60705,63021143,64174618,3517860,3299287,1509119,1424717,1027749,940445,436908280,453945839,845387,798036,231335,232669,1557.2,1855.7,53.2,50.9,84.4,254496,247883,111.4,0.5,106.2,1.7,110.1,0.9,102.2401463,105.8717876,1.54,1.088,1.2851,1.0183,1.2318,0.9739,1.0135,1.04,0.9907,1.0306,1.1272
58,SATD200411,11/01/2004,79135732,82603912,59431353,61331861,19704379,21272051,58329543,62874374,43561708,46093151,14767835,16781223,73.7,76.1,73.3,75.2,74.9,78.9,5663,6469,51782,53571,57445,60040,59453942,63889091,3438313,3272733,1408453,1432140,956383,956387,440222335,458996718,797405,791432,231634,233592,1782.8,1870.2,50.3,49.5,85.4,239796,247656,112.2,0.7,105.6,-0.6,110.4,0.3,102.4919435,106.4149058,1.55,1.0832,1.2748,1.0236,1.2527,0.9848,1.0051,1.0441,0.9984,1.0014,1.1403
59,SATD200412,12/01/2004,83231929,83270308,62054841,61565134,21177088,21705174,61424449,63214335,45181080,46357966,16243369,16856369,73.8,75.9,72.8,75.3,76.7,77.7,6338,6483,52640,53562,58978,60045,62680310,64623565,3485518,3318561,1367589,1426286,906275,965927,476798294,464111493,767658,791450,242337,235029,2327.7,1896.3,48.2,49.0,85.0,245029,248685,111.9,-0.3,106.4,0.8,110.5,0.1,103.2947971,107.416048,1.54,1.0956,1.2926,1.0194,1.2652,0.9957,1.0051,1.0506,1.0124,0.9917,1.1346
60,SATD200501,01/01/2005,81084792,82965705,59580514,61086137,21504278,21879567,57936503,64072289,41609095,46798851,16327408,17273437,71.5,77.2,69.8,76.6,75.9,78.9,6457,6651,47978,54655,54435,61305,59629608,65428695,2977459,3329947,1396793,1424155,925534,967140,378368103,456428163,756467,804650,229495,226802,2561.9,1850.9,41.0,45.4,88.2,224072,247614,114.1,2.0,107.9,1.4,112.5,1.8,103.6629248,109.4948601,1.55,1.1093,1.297,1.0179,1.2668,0.9792,1.0219,1.0138,0.9881,0.9198,1.1777
61,SATD200502,02/01/2005,75440323,84724553,55964342,62529515,19475981,22195039,54233804,64594548,40114944,47133493,14118860,17461055,71.9,76.2,71.7,75.4,72.5,78.7,5783,6743,47075,54642,52858,61386,55795165,65808806,2815089,3237306,1342757,1479298,883984,983563,351583660,447098005,750973,806699,211755,232939,2243.0,1820.1,41.5,48.4,86.4,219970,250015,113.3,-0.7,108.3,0.4,112.0,-0.4,104.3964773,109.3249572,1.54,1.1157,1.261,1.0573,1.2883,0.9592,1.0245,1.0412,0.9717,0.9802,1.1535
62,SATD200503,03/01/2005,85747280,84126563,63743171,61810851,22004109,22315712,68725711,64974570,50789921,47474785,17935790,17499786,80.1,77.2,79.7,76.8,81.5,78.4,7260,6795,58839,54935,66099,61730,70595861,66545747,3427927,3240835,1493052,1449655,935163,949111,463828081,452981452,842424,789433,231375,232395,2205.8,1886.1,51.0,49.5,85.8,253182,249174,112.6,-0.6,108.4,0.1,111.6,-0.4,104.2618756,109.4603084,1.54,1.1282,1.2623,1.0361,1.2432,0.9718,1.0025,1.0388,1.007,1.0014,1.1449
63,SATD200504,04/01/2005,83050137,84109746,61262216,61898046,21787921,22211700,63817097,64758082,47002623,47129499,16814474,17628582,76.8,77.0,76.7,76.1,77.2,79.4,6659,6851,54909,54803,61568,61654,65145551,66388388,3305046,3257959,1460039,1457188,945359,949380,430496434,452506899,816425,808558,220661,225500,1724.9,1836.2,51.0,49.1,86.6,250860,249024,113.1,0.4,109.1,0.6,112.2,0.5,104.4682649,111.9114792,1.53,1.1255,1.269,1.0415,1.2435,0.9708,1.0268,1.008,0.9803,0.9947,1.1555
64,SATD200505,05/01/2005,85980392,84349568,63160148,62176491,22820244,22173077,67072652,65484724,49016422,47857640,18056230,17627084,78.0,77.6,77.6,77.0,79.1,79.5,6862,6833,57324,55228,64186,62060,68268899,67024165,3186654,3245121,1466477,1419757,976854,962748,462014277,450185718,806149,788310,230984,223287,1522.6,1836.7,54.7,52.0,85.8,262678,250452,112.4,-0.6,108.9,-0.2,111.6,-0.5,104.5791898,110.99743,1.54,1.1363,1.264,1.0147,1.261,0.9659,1.0011,0.9981,0.9806,1.0522,1.145
65,SATD200506,06/01/2005,86609755,84311710,63378463,62151952,23231292,22159758,71621917,65116839,52181786,47653263,19440131,17463576,82.7,77.2,82.3,76.7,83.7,78.8,7414,6795,59724,55175,67138,61971,72952959,66709179,3332961,3308346,1412640,1414292,956014,955681,508598324,451461999,795101,796584,218621,217419,1534.1,1872.4,49.3,47.2,85.7,263816,251531,111.9,-0.4,108.9,0.0,111.3,-0.3,105.0313219,111.5385494,1.49,1.131,1.2886,1.0108,1.2518,0.9686,1.0116,0.9719,0.9996,0.9549,1.1443
66,SATD200507,07/01/2005,90483563,84174992,65813398,61951314,24670165,22223679,76041550,65388005,55290372,47915870,20751178,17472135,84.0,77.7,84.0,77.3,84.1,78.6,8178,6789,62396,55164,70574,61953,77432998,66775378,3221428,3277758,1404879,1420347,979130,969693,548229054,448566534,753939,796743,235815,231626,1686.6,1885.4,50.5,47.5,85.4,267025,250663,111.9,0.0,109.0,0.1,111.3,0.0,104.6956284,111.0491148,1.44,1.1321,1.2767,1.0151,1.2701,0.9624,1.0118,1.0354,1.0066,0.9621,1.1399
67,SATD200508,08/01/2005,89608961,83784404,65309256,61561633,24299705,22222771,72415556,64571782,52510003,47221258,19905553,17350523,80.8,77.1,80.4,76.7,81.9,78.1,7730,6693,59111,54657,66841,61350,73778918,66256971,3271476,3231302,1485201,1418425,1040831,977785,511556316,437952724,808031,800253,230034,222436,1695.1,1866.9,47.1,45.6,86.9,265323,249458,112.7,0.7,108.5,-0.5,111.7,0.4,105.043755,113.6133638,1.47,1.1233,1.2586,1.0138,1.2807,0.9396,1.0163,0.9943,0.9967,0.9231,1.1595
68,SATD200509,09/01/2005,80964733,83224987,58674828,60816778,22289905,22408209,60791372,65678947,43524915,48105406,17266457,17573541,75.1,78.9,74.2,79.1,77.5,78.4,6219,6828,50600,54977,56819,61806,62046798,66705447,3312249,3302646,1438698,1427294,1002951,983826,436175168,468790051,858809,823906,204899,208748,1422.5,1796.9,36.7,40.7,86.4,242240,245820,111.7,-0.9,110.2,1.6,111.5,-0.2,103.003214,115.5414049,1.48,1.1309,1.2864,1.0201,1.2886,1.0058,1.0463,0.9331,0.9593,0.8239,1.1539
69,SATD200510,10/01/2005,82318032,82660520,60392331,60385145,21925701,22275376,62624694,64385679,45895538,46969789,16729156,17415890,76.1,77.9,76.0,77.8,76.3,78.2,6160,6751,53738,54439,59898,61190,63640895,65221741,3504372,3295409,1470099,1389451,1093139,1002558,432503304,449306483,858662,812044,210817,212211,1428.2,1696.4,44.8,42.6,86.1,251419,245957,111.2,-0.4,108.0,-2.0,110.5,-0.9,104.2631729,116.2258709,1.49,1.1058,1.2836,0.9931,1.3132,0.964,1.0312,0.9486,0.9057,0.8623,1.1495
70,SATD200511,11/01/2005,79151133,82779083,58886853,60743868,20264280,22035215,60533679,65269503,45109831,47762894,15423848,17506608,76.5,78.8,76.6,78.6,76.1,79.4,5941,6819,52766,54659,58707,61479,61518984,66431773,3494552,3293308,1392562,1417003,1000302,1004933,435866215,449939964,825130,821479,215522,217071,1663.4,1746.3,44.9,44.0,88.5,243056,250704,113.9,2.4,109.7,1.6,112.9,2.2,105.4057203,116.7215877,1.49,1.1263,1.2828,1.0127,1.3163,0.9653,1.0432,0.9703,0.9323,0.8915,1.1821
71,SATD200512,12/01/2005,82918301,83151072,60889086,60614664,22029215,22536408,63220661,65394881,46190194,47757095,17030467,17637787,76.2,78.6,75.9,78.8,77.3,78.3,6704,6897,52801,54786,59505,61684,64289340,66621165,3457971,3301941,1375654,1434741,977753,1014393,447261670,437898335,760996,802815,225336,217423,2326.4,1884.5,43.2,44.1,86.5,245787,250380,112.7,-1.1,109.0,-0.6,111.8,-1.0,105.928667,118.6833238,1.5,1.1295,1.2861,1.0254,1.3287,0.9395,1.0195,0.9719,1.0061,0.8929,1.1542
72,SATD200601,01/01/2006,81348009,83099208,59096204,60424999,22251805,22674209,59828980,65973273,42966268,48052304,16862712,17920969,73.5,79.4,72.7,79.5,75.8,79.0,6711,6951,48886,54968,55597,61919,61035027,66851841,2921183,3239596,1464556,1493494,991980,1032557,363830405,441492518,793138,825920,222123,219482,2165.3,1567.6,41.1,45.2,86.4,233282,255482,112.7,0.0,110.3,1.2,112.2,0.4,106.0926758,118.938321,1.47,1.1334,1.2618,1.0674,1.3525,0.9472,1.0489,0.9811,0.8369,0.9142,1.1541
73,SATD200602,02/01/2006,73757850,83021253,53733108,60216917,20024742,22804336,55491266,66259244,40927215,48184397,14564051,18074847,75.2,79.8,76.2,80.0,72.7,79.3,6001,7009,47348,55188,53349,62196,56729212,67259043,2760326,3189562,1312500,1448941,896379,996014,347575222,449507427,761980,821071,198045,217686,2144.4,1744.8,39.9,46.7,85.6,220711,250785,111.8,-0.8,110.6,0.3,111.7,-0.4,106.1439217,118.3766419,1.48,1.1403,1.2424,1.0356,1.3046,0.9644,1.0427,0.973,0.9315,0.9457,1.1429
74,SATD200603,03/01/2006,85480121,83775660,62257065,60366599,23223056,23409060,69483900,66575519,50693391,47839509,18790509,18736011,81.3,79.5,81.4,79.2,80.9,80.0,7552,7151,58286,54473,65838,61625,70799794,67284037,3617369,3374617,1493547,1450261,1012540,1019512,430329187,442801650,874469,822112,209210,210670,2126.4,1825.1,50.0,48.3,85.1,256623,250866,112.3,0.4,110.6,0.0,112.0,0.3,106.373015,119.3149629,1.49,1.1407,1.3144,1.0365,1.3354,0.95,1.044,0.9417,0.9744,0.9783,1.1362
75,SATD200604,04/01/2006,82991119,83910962,59917615,60536778,23073504,23374185,67122793,67188891,48800883,48476691,18321910,18712200,80.9,80.1,81.4,80.1,79.4,80.1,7346,7361,55829,55910,63175,63272,68120559,68347485,3270920,3303499,1446164,1440816,1015609,1043167,445609435,451851117,806944,818212,209681,214473,1681.0,1793.7,47.1,45.5,84.9,250644,250631,111.5,-0.7,111.6,0.9,111.8,-0.2,106.6834099,117.8823529,1.48,1.1588,1.2867,1.0298,1.3664,0.9694,1.0391,0.9587,0.9576,0.9219,1.1339
76,SATD200605,05/01/2006,85233860,83581583,61284297,60288333,23949563,23293250,68435521,66738732,49302219,48042275,19133302,18696457,80.3,79.8,80.4,79.7,79.9,80.3,7304,7300,57145,54838,64449,62138,69352606,67884652,3210319,3251242,1521036,1474928,1045039,1028727,459957974,446027638,870445,835127,223528,216022,1526.3,1850.8,48.9,45.7,87.2,263370,250030,113.8,2.1,111.8,0.2,113.5,1.5,106.7140061,120.7521416,1.51,1.1509,1.2664,1.0541,1.3474,0.9569,1.0606,0.9656,0.9881,0.9259,1.1645
77,SATD200606,06/01/2006,86336051,83662151,61692651,60262533,24643400,23399618,73147256,66066770,52200272,47338317,20946984,18728452,84.7,79.0,84.6,78.6,85.0,80.0,7932,7221,59297,53979,67229,61200,74099238,67197270,3367968,3341723,1464781,1469409,1033661,1030759,516527472,454250680,827752,824942,218297,218291,1550.9,1886.9,48.1,45.9,86.2,263782,250453,113.2,-0.5,110.7,-1.0,112.7,-0.7,107.0788904,120.5302684,1.51,1.1393,1.3016,1.0502,1.3501,0.9746,1.0476,0.9757,1.0073,0.9289,1.1514
78,SATD200607,07/01/2006,90151121,83677225,64111164,60267463,26039957,23409762,76711219,66358314,54506446,47630080,22204773,18728234,85.1,79.3,85.0,79.0,85.3,80.0,8669,7212,60839,54546,69508,61758,77798621,67381899,3201529,3270505,1428970,1440685,1041756,1028599,549393934,451484951,790273,833572,224843,220738,1758.7,1965.5,47.7,44.9,85.3,263421,249092,112.0,-1.1,111.2,0.5,112.1,-0.5,107.0115355,118.4657339,1.5,1.1424,1.2739,1.0297,1.3473,0.9686,1.0586,0.9867,1.0493,0.9095,1.1393
79,SATD200608,08/01/2006,90024823,84022969,64332983,60573455,25691840,23449515,73076758,64920426,52074386,46699486,21002372,18220940,81.2,77.3,80.9,77.1,81.7,77.7,8175,7078,58303,53971,66478,61049,74227051,66209261,3395702,3363054,1501964,1432707,1106273,1042151,530942270,455348022,840294,827828,228039,221148,1751.7,1923.3,45.8,44.2,82.7,265206,249501,109.8,-2.0,109.7,-1.3,110.0,-1.9,107.4766413,120.8786408,1.5,1.1225,1.3099,1.024,1.365,0.9769,1.0513,0.9885,1.0268,0.8947,1.1043
80,SATD200609,09/01/2006,81730332,84400012,58383462,60777119,23346870,23622894,61249897,66128855,43108587,47676604,18141310,18452250,74.9,78.4,73.8,78.4,77.7,78.1,6476,7156,49950,54476,56426,61632,62345744,67381073,3387556,3389214,1445002,1433376,1060237,1032519,427768908,461356603,850328,830173,217709,221397,1462.1,1841.5,46.6,51.0,85.4,245605,250388,113.1,3.0,111.1,1.3,112.7,2.5,107.2713331,118.0933752,1.5,1.1424,1.3201,1.0244,1.3524,0.9898,1.0543,0.9896,0.9831,1.0314,1.1401
81,SATD200610,10/01/2006,84229901,84509558,60802722,60550812,23427179,23958746,65091487,66688602,47137132,47921960,17954355,18766642,77.3,78.9,77.5,79.1,76.6,78.3,6556,7242,55089,55029,61645,62271,66082164,67575787,3514733,3289409,1493349,1416368,1113993,1024533,451598087,462148211,907084,842240,211168,212533,1644.2,1948.5,46.0,44.1,84.7,257939,251413,111.0,-1.9,111.9,0.7,111.5,-1.1,107.1681925,117.4837236,1.5,1.1457,1.2813,1.0123,1.3419,0.9915,1.0696,0.95,1.0402,0.8919,1.1304
82,SATD200611,11/01/2006,80421711,84316126,58912308,60780564,21509403,23535563,62637778,67648391,45966808,48681814,16670970,18966577,77.9,80.2,78.0,80.1,77.5,80.6,6441,7335,53852,55963,60293,63298,63548732,68387153,3606059,3374556,1378183,1400635,1006847,1015186,451610146,462403337,851564,851364,210501,211328,1765.4,1852.0,44.9,43.8,82.2,245346,252836,108.7,-2.1,113.1,1.1,110.3,-1.1,107.1374881,118.8889206,1.5,1.1594,1.3144,1.001,1.3297,0.9921,1.0812,0.9446,0.9888,0.8864,1.098
83,SATD200612,12/01/2006,84639954,85031063,61161328,61037735,23478626,23993328,65157505,67551089,46835639,48615444,18321866,18935645,77.0,79.4,76.6,79.6,78.0,78.9,7195,7396,53539,55784,60734,63180,65980782,68523451,3506047,3357363,1398361,1458884,984846,1025764,461370074,452557268,804029,864871,218230,210106,2122.8,1713.6,44.1,45.2,84.2,248187,253944,110.8,1.9,113.8,0.6,112.0,1.5,108.2351682,122.9380354,1.49,1.1617,1.3077,1.0427,1.3436,0.9709,1.0983,0.9392,0.9148,0.9144,1.1242
84,SATD200701,01/01/2007,84354435,86434282,60618488,62204604,23735947,24229678,61896193,68512411,43823680,49195007,18072513,19317404,73.4,79.3,72.3,79.1,76.1,79.7,7116,7417,50022,56248,57138,63665,63016014,69254279,3026361,3332382,1370575,1400342,981972,1017811,377529725,458087723,838203,857056,212341,209193,2475.6,1788.2,41.7,45.5,83.8,233621,254533,110.1,-0.6,114.3,0.4,111.6,-0.4,107.8512559,120.0936608,1.49,1.1741,1.298,1.0008,1.3331,0.9828,1.0884,0.9351,0.9547,0.9202,1.1191
85,SATD200702,02/01/2007,75799074,85565094,54490060,61280894,21309014,24284201,56914815,68211602,41270274,48689092,15644541,19522509,75.1,79.7,75.7,79.5,73.4,80.4,6327,7404,47766,55867,54093,63271,57793832,68789925,2908924,3374737,1255311,1389666,920164,1022359,360542790,468414621,796569,858983,199136,217856,2567.0,2092.2,36.2,42.7,84.2,219232,249391,110.7,0.5,113.9,-0.3,111.9,0.3,108.9003928,122.3355226,1.49,1.1663,1.3145,0.9932,1.3391,1.005,1.0909,0.9738,1.1169,0.864,1.1242
86,SATD200703,03/01/2007,87561518,85881449,63131522,61399489,24429996,24481960,71497177,68766499,51518429,48872549,19978748,19893950,81.7,80.1,81.6,79.6,81.8,81.3,7926,7462,59244,56120,67170,63582,72700241,69513645,3590561,3383620,1442822,1400282,1009963,1013592,459164806,477046841,934752,899346,221659,223971,2128.9,1839.3,47.9,46.4,85.4,259638,254292,112.0,1.2,116.4,2.2,113.5,1.4,109.0893758,124.2935465,1.47,1.1785,1.3179,1.0008,1.3276,1.0235,1.1421,1.0011,0.9819,0.9385,1.1407
87,SATD200704,04/01/2007,85179094,85962266,61124424,61597882,24054670,24364385,68813909,68908045,49772604,49374659,19041305,19533386,80.8,80.2,81.4,80.2,79.2,80.2,7488,7470,57396,56773,64884,64243,69836157,69845798,3256970,3269833,1413587,1407362,974909,1005296,470429231,476124996,884098,879831,206879,211512,1810.1,1936.0,48.1,47.1,83.7,252595,251375,110.4,-1.4,116.0,-0.3,112.3,-1.1,109.8300639,124.9209023,1.49,1.1842,1.2736,1.0059,1.3168,1.0215,1.1173,0.9454,1.0336,0.9532,1.1175
88,SATD200705,05/01/2007,87873082,85985743,62774346,61585638,25098736,24400105,70947617,68706475,51031835,49345616,19915782,19360859,80.7,79.9,81.3,80.1,79.3,79.3,7491,7449,59284,56721,66775,64170,71933108,69866530,3283361,3319342,1446592,1402790,1018160,1006721,494257576,478399622,993437,955637,218575,211567,1559.1,1902.6,50.0,46.6,83.9,267574,254131,110.5,0.1,119.0,2.6,113.3,0.9,109.8760123,126.5294118,1.47,1.1845,1.2929,1.0026,1.3186,1.0264,1.2136,0.9457,1.0157,0.9441,1.1195
89,SATD200706,06/01/2007,88605372,85787667,62620840,61261987,25984532,24525680,75914661,68844085,54018698,49342204,21895963,19501882,85.7,80.2,86.3,80.5,84.3,79.5,8193,7493,61494,56696,69687,64189,76926452,70352845,3282603,3270877,1429982,1439771,1020267,1013624,545207971,485099208,876764,888296,214007,214638,1555.2,1889.5,48.4,46.1,82.8,265374,253200,109.8,-0.6,117.0,-1.7,112.2,-1.0,109.8957972,126.449743,1.5,1.1927,1.274,1.029,1.3277,1.0408,1.1281,0.9594,1.0088,0.9336,1.1057
90,SATD200707,07/01/2007,92900558,85496290,65566711,60989447,27333847,24506843,79865223,68778692,56572991,49167159,23292232,19611533,86.0,80.4,86.3,80.6,85.2,80.0,8946,7486,63457,56212,72403,63698,80988340,70246759,3237816,3290904,1391260,1398697,1015526,1000788,585837053,482103055,860196,883806,218167,214086,1659.9,1854.3,46.1,43.4,82.8,267106,252333,108.9,-0.8,116.7,-0.3,111.4,-0.7,109.7274639,126.3049686,1.5,1.191,1.2818,0.9997,1.3108,1.0343,1.1224,0.957,0.99,0.8791,1.1059
91,SATD200708,08/01/2007,92794576,86487007,65556234,61734536,27238342,24752471,78314560,69184259,55682567,49685467,22631993,19498792,84.4,80.0,84.9,80.5,83.1,78.8,8685,7455,62658,57239,71343,64694,79439827,70658193,3373928,3351684,1485342,1413230,1058591,995354,570807078,489959922,908061,890788,218382,212418,1896.1,2082.5,42.1,40.2,83.6,271225,254221,109.7,0.7,117.4,0.6,112.2,0.7,109.9381778,126.7044546,1.5,1.1979,1.3055,1.01,1.3037,1.0512,1.1312,0.9495,1.1118,0.8144,1.1159
92,SATD200709,09/01/2007,84375737,87257357,59796292,62292536,24579445,24964820,64781658,69797156,45240435,49895538,19541223,19901618,76.8,80.0,75.7,80.1,79.5,79.7,6901,7634,52308,57486,59209,65119,65913314,70803105,3321480,3345007,1431666,1419583,1032837,1009937,451772968,487963283,903028,902689,205325,208374,1590.5,2001.4,40.5,45.1,82.5,245965,253290,109.5,-0.2,118.1,0.6,112.3,0.1,110.2110572,127.5602513,1.49,1.2004,1.3029,1.0146,1.3228,1.0469,1.1464,0.9314,1.0685,0.9123,1.1013
93,SATD200710,10/01/2007,86936676,87466997,62497723,62326025,24438953,25140972,68397379,70171939,49069269,49931637,19328110,20240302,78.7,80.2,78.5,80.1,79.1,80.5,6971,7757,57206,56940,64177,64697,69445349,71206969,3560820,3316920,1487803,1414142,1071991,985286,483184463,492098330,946754,864762,214211,215233,1627.8,1920.4,47.1,45.3,84.7,261423,253767,111.0,1.4,117.0,-0.9,113.1,0.7,109.8809856,129.4143347,1.48,1.2072,1.292,1.0107,1.2905,1.0558,1.0982,0.9621,1.0253,0.916,1.1306
