,Report Received Date,NHTSA ID,Recall Link,Manufacturer,Subject,Component,Mfr Campaign Number,Recall Type,Potentially Affected,Recall Description,Consequence Summary,Corrective Action,Park Outside Advisory ,Do Not Drive Advisory,Completion Rate % (Blank - Not Reported)
40,12/22/2023,23V886000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V886000),Volvo Trucks North America,Axle Spindles May Fracture,STEERING,RVXX2315,Vehicle,1,"Volvo Trucks North America (Volvo Trucks) is recalling one 2024 VNL truck.  The bearing journals may not be fully seated in the steering knuckle assembly, preventing the proper installation of the wheel end hub assembly.","An improperly installed wheel end hub assembly can leak oil, causing the axle spindles to loosen or fracture and increasing the risk of a crash.","A dealer will inspect and replace the steering knuckle assembly as necessary, free of charge.  The owner notification letter is expected to be mailed February 8, 2024.  Owners may contact Volvo Trucks customer service at 1-800-528-6586.  Volvo Trucks number for this recall is RVXX2315.",No,No,
41,12/22/2023,23V887000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V887000),"Mack Trucks, Inc.",Axle Spindles May Fracture,STEERING,SC0456,Vehicle,5,"Mack Trucks, Inc (Mack) is recalling certain 2024 Granite vehicles.  The bearing journals may not be fully seated in the steering knuckle assembly, preventing the proper installation of the wheel end hub assembly.","An improperly installed wheel end hub assembly can leak oil, causing the axle spindles to loosen or fracture and increasing the risk of a crash.","Dealers will inspect and replace the steering knuckle assembly as necessary, free of charge.  Owner notification letters are expected to be mailed February 8, 2024.  Owners may contact Mack customer service at 1-800-866-1177. Mack's number for this recall is SC0456.",No,No,
42,12/22/2023,23V891000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V891000),Winnebago Towable,Bumper Mounted Spare Tire Carrier May Detach,STRUCTURE,CAM0000033,Vehicle,1313,Winnebago Towable (Winnebago) is recalling certain 2021-2023 Micro Minnie FLX travel trailers.  The spare tire carrier may fail when loaded with a certain off-road style tire.,"A spare tire carrier that fails can detach from the vehicle and become a road hazard, increasing the risk of a crash.","Dealers will replace the spare tire carrier, free of charge.  Owner notification letters were mailed January 19, 2024.  Owners may contact Winnebago customer service at 1-574-825-5280 ext. 5220.  Winnebago's number for this recall is CAM0000033.  This recall is an expansion of NHTSA recall 23V270.",No,No,
43,12/22/2023,23V892000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V892000),Alamo Group Inc.,Dump Truck Hoist May Fail,EQUIPMENT ADAPTIVE/MOBILITY,NR (Not Reported),Vehicle,195,"Alamo Group Inc. (Alamo) is recalling certain 2021-2023 Old Dominion Brush Company DCL1000SE25, DCL800SM30, DCL800SM25, DCL800SM20, DCL800TM30, DCL800TM25, DCL800TM20, and DCL750 vehicles.  The bolt between the connecting rod and yoke on the hoist can shear, resulting in hoist failure.","Hoist failure can lead to the dump body dropping and colliding forcefully with the chassis, increasing the risk of injury.","Dealers will inspect the hoist and add a pressure relief valve and replace the bolt, as necessary, free of charge.  Owner notification letters are expected to be mailed February 20, 2024.  Owners may contact Old Dominion Brush Company customer service at 804-887-4541.",No,No,
44,12/22/2023,23V905000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V905000),Ford Motor Company,Engine Oil Pump Failure,ENGINE AND ENGINE COOLING,23S64,Vehicle,139730,"Ford Motor Company (Ford) is recalling certain 2016-2018 Ford Focus and 2018-2022 Ford EcoSport vehicles.  The oil pump drive belt or drive belt tensioner may fail, resulting in a loss of engine oil pressure.","A loss of oil pressure can result in an engine stall and a loss of power braking assist, increasing the risk of a crash.","Dealer will replace the oil pump tensioner assembly and oil pump drive belt, free of charge.  Interim owner notification letters explaining the safety risk are expected to be mailed February 13, 2024.  A second notice will be sent once remedy parts become available, anticipated 2nd Quarter 2024.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S64.",No,No,
45,12/22/2023,23V888000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V888000),Prevost Car (US) Inc.,Improperly Connected Cable May Overheat,ELECTRICAL SYSTEM,SR24-05,Vehicle,10,Prevost Car (US) Inc. (Prevost) is recalling certain 2024 X3-45 VIP Entertainer motor coaches.  The cable powering the electric radiator cooling fans may be improperly connected and overheat.,"An improperly connected cable that overheats can increase the risk of a fire.  Additionally, a vehicle fire may require an evacuation procedure in an uncontrolled traffic situation, increasing the risk of injury to passengers.","Prevost will inspect and replace damaged components, and tighten the radiator cooling fan cable nut, free of charge.  Owner notification letters are expected to be mailed February 9, 2024.  Owners may contact Prevost customer service at 1-866-870-2046.  Prevost's number for this recall is SR24-05.",No,No,
46,12/22/2023,23V884000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V884000),"BMW of North America, LLC",Insufficient Illumination from Low Beams/FMVSS 108,EXTERIOR LIGHTING,NR (Not Reported),Vehicle,2369,"BMW of North America, LLC (BMW) is recalling certain 2021-2024 BMW R 18B and R 18 Transcontinental motorcycles.  The headlight low beam attachment points may break, shifting the reflector out of position, and resulting in insufficient illumination.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Insufficient illumination from the headlight can reduce visibility or cause a glare for oncoming traffic, increasing the risk of a crash.","The remedy is currently under development.  Owner notification letters are expected to be mailed February 13, 2024.  Owners may contact BMW customer service at 1-800-525-7417.",No,No,
47,12/22/2023,23V890000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V890000),Volvo Bus Corporation,Lift Threshold Warning Lights Insufficient,EQUIPMENT ADAPTIVE/MOBILITY,SR24-81,Vehicle,193,"Volvo Bus Corporation (Volvo Bus) is recalling certain 2013-2021 9700 buses.  The red beacon lighting on the Threshold Warning System (TWS) may not be bright enough.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 403, ""Platform Lift Systems.""","Beacons that do not provide proper illumination may be less visible to wheelchair lift users, increasing the risk of injury.","Prevost will replace the red beacons, free of charge.  Owner notification letters are expected to be mailed February 9, 2021.  Owners may contact Volvo Bus customer service at 1-866-870-2043.  Volvo Bus number for this recall is SR24-81.",No,No,
48,12/22/2023,23V889000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V889000),Prevost Car (US) Inc.,Lift Threshold Warning Lights Insufficient,EQUIPMENT ADAPTIVE/MOBILITY,SR24-03,Vehicle,2097,"Prevost Car (US) Inc. (Prevost) is recalling certain 2014-2018 H3-41, 2013-2024 H3-45, 2012-2024 X3-45, and 2017-2023 X3-45 Commuter vehicles.  The red beacon lighting on the Threshold Warning System (TWS) may not be bright enough.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 403, ""Platform Lift Systems.""","Beacons that do not provide proper illumination may be less visible to wheelchair lift users, increasing the risk of injury.","Prevost will replace the red beacons, free of charge.  Owner notification letters are expected to be mailed February 9, 2024.  Owners may contact Prevost customer service at 1-866-870-2046.  Prevost's number for this recall is SR24-03.",No,No,
49,12/22/2023,23V894000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V894000),Rosenbauer America,Overloaded Electrical System May Cause Fire,ELECTRICAL SYSTEM,NR (Not Reported),Vehicle,534,"Rosenbauer America is recalling certain 2020-2022 Avenger, 2019-2024 Commander, 2020-2023 Warrior, 2023 Commercial F-350, F-550, and 2024 Commercial 114SD vehicles.  In the event of a short circuit or wiring failure, the firmware may fail to shut off the output pin, resulting in overloaded electrical circuits.","Overloaded electrical circuits can overheat, increasing the risk of fire.","Dealers will update the firmware, free of charge.  Owner notification letters are expected to be mailed February 19, 2024.  Owners may contact Rosenbauer America customer service at 1-651-462-1000.",No,No,
50,12/22/2023,23V885000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V885000),"BMW of North America, LLC",Pedestrian Warning Sound Malfunction/FMVSS 141,BACK OVER PREVENTION,NR (Not Reported),Vehicle,4926,"BMW of North America, LLC (BMW) is recalling certain 2024 i5 eDrive40 and i5 M60 vehicles.  During vehicle start-up, the artificial sound generator control unit may experience a fault and fail to generate the external pedestrian warning sound.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 141, ""Minimum Sound Requirements for Hybrid and Electric Vehicles.""","Without external warning sounds, pedestrians may be unaware of an approaching vehicle, increasing the risk of injury.","Dealers will update the external artificial sound generator software, free of charge.  Owner notification letters are expected to be mailed February 13, 2024.  Owners may contact BMW customer service at 1-800-525-7417.  Note: This is an expansion of Recall 23V-026.",No,No,
51,12/22/2023,23V896000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V896000),Ford Motor Company,Rear Axle Hub Bolt May Break,POWER TRAIN,23S65,Vehicle,112965,"Ford Motor Company (Ford) is recalling certain 2021-2023 F-150 vehicles equipped with the Trailer Tow Max Duty package and a 9.75-inch heavy duty axle with a 3/4 float axle design.  The rear axle hub bolt may fatigue and break, which can result in damage to the axle hub splines.",Damaged axle hub splines can result in a vehicle roll away when the vehicle is in park without the parking brake applied or cause a loss of drive power.  Both of these conditions can increase the risk of a crash.,"The remedy is currently under development.  Owners will be instructed to take their vehicle to a dealer for an interim repair if they experience symptoms related to rear axle bolt breakage, such as a clicking or rattling noise.  Interim owner notification letters explaining the safety risk are expected to be mailed January 29, 2024.  A second notice will be sent once remedy parts become available, anticipated 2nd Quarter 2024.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S65.",No,No,
52,12/22/2023,23V897000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V897000),"New Flyer of America, Inc.",Software Error May Cause Unintended Acceleration,VEHICLE SPEED CONTROL,R23-023,Vehicle,246,"New Flyer of America, Inc. (New Flyer) is recalling certain 2021-2023 XE35, XE40 and 2023 XE60 battery electric transit buses.  Due to a software error, unintended acceleration may occur during certain conditions.",Unintended acceleration can increase the risk of a crash.,"New Flyer will update the vehicle software, free of charge.  Owner notification letters are expected to be mailed February 14, 2024.  Owners may contact New Flyer customer service at 1-800-241-2947.  New Flyer's number for this recall is R23-023.",No,No,
53,12/22/2023,23V898000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V898000),"New Flyer of America, Inc.",Software Error May Cause Unintended Acceleration,VEHICLE SPEED CONTROL,R23-022,Vehicle,211,"New Flyer of America, Inc. (New Flyer) is recalling certain 2022-2023 XD35, XD40, XN35, XN40, and 2023 XD60, XE35, XE40, and XN60 transit buses.  Due to a software error, unintended acceleration may occur during certain conditions.",Unintended acceleration can increase the risk of a crash.,"New Flyer will update the vehicle software, free of charge.  Owner notification letters are expected to be mailed February 14, 2024.  Owners may contact New Flyer customer service at 1-800-241-2947.  New Flyer's number for this recall is R23-022.",No,No,
54,12/22/2023,23V895000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V895000),"Daimler Trucks North America, LLC",Vehicle Rollaway from Incorrect Gear Shifter,POWER TRAIN,FL991,Vehicle,2547,"Daimler Trucks North America, LLC (DTNA) is recalling certain 2024 Freightliner M2 Business Class vehicles.  The vehicle may be incorrectly equipped with a transmission gear shifter that includes a 'PARK' position despite the transmission not having a park pawl.","When shifted into PARK, the transmission will actually be in NEUTRAL, increasing the risk of a vehicle rollaway and crash.","Remedy and is currently under development.  Owner notification letters are expected to be mailed February 20, 2024.  Owners may contact DTNA customer service at 1-800-547-0712.  DTNA's number for this recall is FL991.",No,No,
55,12/21/2023,23V883000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V883000),"Rivian Automotive, LLC",Auto-Hold or Park May Not Activate as Intended,VEHICLE SPEED CONTROL,FSAM 1342,Vehicle,7873,"Rivian Automotive, LLC (Rivian) is recalling certain 2022 R1T and R1S vehicles.  The accelerator pedal may not detect when the driver releases the pedal, failing to activate ""auto-hold"" or ""park"" as intended.","Failure to activate ""auto-hold"" or ""park"" can result in unintended vehicle movement, increasing the risk of a crash.","Rivian has released an over-the-air (OTA) software update.  Rivian will also replace the accelerator pedals, free of charge.  Owner notification letters were mailed January 18, 2024.  Owners may contact Rivian customer service at 1-888-748-4261.  Rivian's number for this recall is FSAM 1342.",No,No,
56,12/21/2023,23E096000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23E096000),Carefree Of Colorado,Awning May Extend Unintentionally,EQUIPMENT,NR (Not Reported),Equipment,8115,"Carefree Of Colorado (Carefree) is recalling certain Freestyle Gearbox Housing part number: 015933-001.  The gearbox may develop cracks, causing the awning to extend unintentionally.","An awning extending unintentionally during transit may become a distraction or road hazard, increasing the risk of a crash.","Carefree will provide additional support for the internal components of the Gearbox Housing, free of charge.  Owner notification letters are expected to be mailed February 6, 2024.  Owners may contact Carefree customer service at 1-800-621-2617.  This recall is an expansion of NHTSA recall number 22E-094.",No,No,
57,12/21/2023,23V874000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V874000),"Daimler Vans USA, LLC",Crossmember Connection May Loosen,STRUCTURE,VS3QUERTR,Vehicle,9,"Daimler Vans USA, LLC (DVUSA) is recalling certain 2020 Mercedes-Benz Sprinter vehicles.  The connection between the propeller shaft bearing and crossmember may loosen, reducing vehicle control.","Reduced vehicle control increases the risk of a crash.  Additionally, the propeller shaft may damage the fuel tank during a crash, causing a leak and increasing the risk of a fire.","Dealers will inspect and replace the crossmember as necessary, free of charge.  Owner notification letters are expected to be mailed February 16, 2024.  Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is VS3QUERTR.",No,No,
58,12/21/2023,23V869000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V869000),"General Motors, LLC",Door Strikers May Fracture,STRUCTURE,N232429911,Vehicle,265,"General Motors, LLC (GM) is recalling certain 2024 Chevrolet Blazer, Blazer EV, Equinox, and GMC Terrain vehicles.  The door strikers may fracture, resulting in the door opening unexpectedly.",A door opening while the vehicle is being driven can increasing the risk of injury or a crash.,"Dealers will replace all four door strikers and attaching bolts, free of charge.  Owner notification letters are expected to be mailed February 5, 2024.  Owners may contact Chevrolet customer service at 1-800-222-1020 and GMC customer service at 1-800-462-8782.  GM's number for this recall is N232429911.",No,No,
59,12/21/2023,23V877000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V877000),"Kia America, Inc.",Engine Compartment Fire,ENGINE,SC291,Vehicle,79812,"Kia America, Inc. (Kia) is recalling certain 2011 Sorento vehicles.  An engine compartment fire can occur while driving.",A fire increases the risk of injury.,"Dealers will install Knock Sensor Detection System (KSDS) software and replace the engine as necessary, free of charge.  Owner notification letters are expected to be mailed February 9, 2024.  Owners may contact Kia customer service at 1-800-333-4542. Kia's number for this recall is SC291.",No,No,
60,12/21/2023,23V871000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V871000),"Jaguar Land Rover North America, LLC",Exterior Vehicle Lighting Failure,EXTERIOR LIGHTING,N830,Vehicle,4347,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain 2023 Land Rover Range Rover Sport vehicles.  Moisture may accumulate in the right-side tailgate and body mounted lights, which can cause the right-side exterior vehicle lights, including the brake, outer marker, reversing, and turn indicator lights to fail to illuminate.",Exterior lights that fail to illuminate can decrease visibility and increase the risk of a crash.,"Dealers will replace the right-side tailgate and body mounted lights, free of charge.  Owner notification letters are expected to be mailed February 9, 2024.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is N830.",No,No,
61,12/21/2023,23V880000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V880000),"Mercedes-Benz USA, LLC",Fuel Pump Shutdown May Cause Loss of Drive Power,"FUEL SYSTEM, GASOLINE",NR (Not Reported),Vehicle,79676,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2021-2024 GLE, GLS, C-Class, E-Class, S-Class, SL, GLC, CLS, AMG GT, and G-Class vehicles.  Please refer to MBUSA's recall report for specific vehicle details.  The fuel pump may shutdown, causing a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will replace the fuel pump, free of charge.  Owner notification letters are expected to be mailed February 13, 2024.  Owners may contact MBUSA customer service at 1-800-367-6372.  This recall is an expansion of NHTSA recall number 23V-445.",No,No,
62,12/21/2023,23V881000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V881000),"Daimler Vans USA, LLC",Fuel Pump Shutdown May Cause Loss of Drive Power,"FUEL SYSTEM, GASOLINE",23P4790205,Vehicle,13726,"Daimler Vans USA, LLC (DVUSA) is recalling certain 2022-2023 Mercedes-Benz Metris vehicles.  The fuel pump may shutdown, causing a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will replace the fuel pump, free of charge.  Owner notification letters are expected to be mailed February 16, 2024.  Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is 23P4790205.  This recall is an expansion of NHTSA recall number 23V-444.",No,No,
63,12/21/2023,23V878000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V878000),"Mercedes-Benz USA, LLC",Improper Seal May Allow Oil and Fuel to Leak,ENGINE AND ENGINE COOLING,NR (Not Reported),Vehicle,7,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2023 GLC300, 2024 GLE350, and GLE450 vehicles equipped with an M254 engine. The incorrect screws, installed on the high-pressure fuel pump, may prevent a proper seal from forming between the high-pressure fuel pump and the tandem oil pump.","An inadequate seal can allow fuel and oil to leak onto the road, creating a hazard for other road users and increasing the risk of a crash. Additionally, a fuel and oil leak in the presence of hot engine components can increase the risk of a fire.","Dealers will replace the high-pressure fuel pump, free of charge. Owner notification letters are expected to be mailed February 19, 2024. Owners may contact MBUSA customer service at 1-800-367-6372.",No,No,
64,12/21/2023,23V872000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V872000),"Jaguar Land Rover North America, LLC",Improperly Bonded Body Panels,STRUCTURE,N837,Vehicle,29,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain 2024 Land Rover Range Rover and Land Rover Range Rover Sport vehicles.  The body panels may not be bonded properly, reducing the structural strength of the vehicle.","Reduced structural strength may not adequately protect passengers, increasing the risk of injury.  Additionally, the fuel system may be damaged during a crash, causing a fuel leak and increasing the risk of a fire.","Dealers will install two rivets and apply sealant, free of charge.  Owner notification letters are expected to be mailed February 9, 2024.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is N837.",No,No,
65,12/21/2023,23E097000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23E097000),Haldex Commercial Vehicle Systems,Inversion Valve Failure/FMVSS 121,"SERVICE BRAKES, AIR",NR (Not Reported),Equipment,4717,"Haldex Commercial Vehicle Systems (Haldex) is recalling certain inversion valves.  Please see the attached 573 Defect report for full list of part numbers.  An internal piston in the inversion valve may fail, delaying the engagement of the parking brake.  As such, these valves fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 121, ""Air Brake Systems.""","Delayed parking brake engagement can result in unintended vehicle movement, increasing the risk of a crash.","Dealers will replace the inversion valve, free of charge.  Owner notification letters are expected to be mailed January 12, 2024.  Owners may contact Haldex customer service at 1-800-752-2501.",No,No,
66,12/21/2023,23V882000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V882000),"Nissan North America, Inc.",Loose Bolts May Cause A Loss of Steering Control,STEERING,PC997,Vehicle,5,"Nissan North America, Inc. (Nissan) is recalling certain 2024 Altima vehicles.  The bolts connecting the electronic power steering unit to the steering rack may loosen, resulting in a loss of steering control or steering lock-up.",A loss of steering control or steering lock-up can increase the risk of a crash.,"Dealers will replace the steering gear assembly, free of charge.  Owner notification letters are expected to be mailed February 9, 2024.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's number for this recall is PC997.",No,No,
67,12/21/2023,23V879000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V879000),"Daimler Trucks North America, LLC",Loss of Drive Power from Unsecured Inverter Cable,ELECTRICAL SYSTEM,FL987,Vehicle,26,"Daimler Trucks North America, LLC (DTNA) is recalling certain 2024 Thomas Built SAF-T-LINER C2 Jouley and 2023-2024 FCCC MT50E electric transit buses.  The high voltage inverter cable may not be secured properly, which can result in a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will inspect and tighten the fasteners as necessary, free of charge.  Owner notification letters are expected to be mailed February 12, 2024.  Owners may contact DTNA customer service at 1-800-547-0712.  DTNA's number for this recall is FL987.",No,No,
68,12/21/2023,23V875000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V875000),"Daimler Vans USA, LLC",Missing Frame Member Reinforcement Fasteners,STRUCTURE,VS3ROHRAH,Vehicle,3739,"Daimler Vans USA, LLC (DVUSA) is recalling certain 2019-2022 Mercedes-Benz Sprinter vehicles.  The longitudinal frame members may be missing reinforcement fasteners, reducing vehicle stability and decreasing the structural integrity of the third-row seats.","Reduced stability increases the risk of a crash.  Additionally, the third-row seat mountings can fail, increasing the risk of injury during a crash.","Dealers will inspect and repair the frame members as necessary, free of charge.  Owner notification letters are expected to be mailed February 16, 2024.  Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is VS3ROHRAH.",No,No,
69,12/21/2023,23V873000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V873000),"REV Ambulance Group Orlando, Inc.",Overloaded Electrical System May Cause Fire,ELECTRICAL SYSTEM,NR (Not Reported),Vehicle,210,"REV Ambulance Group Orlando, Inc. (REV) is recalling certain 2020-2024 Type I, III and IX vehicles.  In the event of a short circuit or wiring failure, the firmware may fail to shut off the output pin, resulting in overloaded electrical circuits.","Overloaded electrical circuits can overheat, increasing the risk of fire.","Dealers will update the firmware, free of charge.  All vehicles were repaired by December 14, 2023, therefore no owner notification letters will be sent. Owners may contact REV customer service at 1-855-661-9232.",No,No,
70,12/21/2023,23V876000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V876000),"Daimler Vans USA, LLC",Partition Wall May Detach,STRUCTURE,VS3TREWAN,Vehicle,387,"Daimler Vans USA, LLC (DVUSA) is recalling certain 2019-2023 Mercedes-Benz Sprinter and 2019-2021 Freightliner Sprinter vehicles.  The partition wall may be missing bolts, allowing the wall to detach during a crash.",A detached partition wall can increase the risk of injury.,"Dealers will inspect and secure the partition wall as necessary, free of charge.  Owner notification letters are expected to be mailed February 16, 2024.  Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is VS3TREWAN.",No,No,
71,12/21/2023,23V870000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V870000),"General Motors, LLC",Roof Rail Air Bag Inflators May Rupture,AIR BAGS,N232425640,Vehicle,20712,"General Motors, LLC (GM) is recalling certain 2014 Buick Verano and Chevrolet Cruze vehicles.  The left and/or right-side roof-rail air bag (RRAB) inflators may rupture at the inflator weld joint.  This recall is an expansion of Recall 23V-674.","An inflator that ruptures may partially inflate the air bag and cause sharp metal fragments to enter or exit the vehicle, increasing the risk of an injury.","Dealers will replace the left and/or right-side RRAB modules as necessary, free of charge.  Interim owner notification letters explaining the safety risk are expected to be mailed February 5, 2024.  A second notice will be sent once remedy parts become available.  Owners may contact Buick customer service at 1-800-521-7300 and Chevrolet customer service at 1-800-222-1020.  GM's number for this recall is N232425640.",No,No,
72,12/20/2023,23V864000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V864000),Toyota Motor Engineering & Manufacturing,Air Bag May Not Deploy Properly/FMVSS 208,AIR BAGS,23TA16,Vehicle,12575,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Corolla Cross vehicles that were previously inspected at a dealership under recall 23V-384.  The instrument panel may have been produced without the required perforation, which could result in the front-passenger air bag not deploying properly.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 208, ""Occupant Crash Protection.""",An air bag that does not deploy as intended increases the risk of injury during a crash.,"Dealers will inspect and replace the instrument panel as necessary, free of charge.  Owner notification letters are expected to be mailed February 4, 2024.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TA16.  Vehicles previously inspected under 23V-384 will need to return to the dealership for additional inspection.",No,No,
73,12/20/2023,23V863000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V863000),"BMW of North America, LLC",Cylinder Head Cover may Crack and Leak Oil,ENGINE,NR (Not Reported),Vehicle,5,"BMW of North America, LLC (BMW) is recalling certain 2024 BMW 430i convertible vehicles.  The cylinder head cover may develop cracks, resulting in oil leaking into engine compartment.","An oil leak in the presence of an ignition source, such as a hot engine or exhaust components, can increase the risk of a fire.","Dealers will inspect and replace the cylinder head cover as necessary, free of charge.  Owner notification letters are expected to be mailed February 9, 2024.  Owners may contact BMW customer service at 1-800-525-7417.",No,No,
74,12/20/2023,23V868000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V868000),"Volkswagen Group of America, Inc.",Driver's Seat Air Bag Improperly Mounted/FMVSS 214,AIR BAGS,69GA,Vehicle,1001,"Volkswagen Group of America, Inc. (Audi) is recalling certain 2023-2024 SQ8, RSQ8, Q8, Q7, and 2024 SQ7 vehicles.  The driver's seat side air bag may have been improperly mounted to the seatback frame.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 214, ""Side Impact Protection.""","An improperly mounted air bag may not restrain an occupant as intended, increasing the risk of injury during a crash.","Dealers will inspect and reinstall the air bag as necessary, free of charge.  Owner notification letters are expected to be mailed February 16, 2024.  Owners may contact Audi customer service at 1-800-253-2834.  Audi's number for this recall is 69GA.",No,No,
75,12/20/2023,23V866000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V866000),Nova Bus (US) Inc.,Front Air Spring Suspension May Separate,SUSPENSION,CR5537,Vehicle,9,"Nova Bus (US) Inc. (Nova Bus) is recalling certain 2023 LFS vehicles.  The front air spring suspension hardware may separate from the attached plate, causing a sudden loss of suspension.",A loss of suspension can cause a loss of vehicle control and increase the risk of a crash.,"Nova Bus will replace the attachment plate, free of charge.  Owner notification letters are expected to be mailed February 18, 2024.  Owners may contact Nova Bus customer service 1-800-350-6682.  Nova Bus number for this recall is CR5537.",No,No,
76,12/20/2023,23V867000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V867000),"Volkswagen Group of America, Inc.",High-Voltage Battery Modules May Overheat,ELECTRICAL SYSTEM,93U9,Vehicle,26866,"Volkswagen Group of America, Inc. (Audi) is recalling certain 2020-2022 E-Tron Sportback Quattro and 2019-2022 E-Tron Quattro vehicles.  Certain high-voltage battery modules may overheat.",A high-voltage battery that overheats increases the risk of a fire.,"Dealers will install onboard diagnostic software to monitor battery module performance, and replace affected battery modules where necessary, free of charge.  Interim owner notification letters explaining the safety risk are expected to be mailed February 16, 2024.  Owners will receive a second notice once the remedy becomes available, anticipated in 3rd Quarter 2024.  Owners may contact Audi customer at 1-800-253-2834.  Audi's number for this recall is 93U9.",No,No,
77,12/20/2023,23V865000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V865000),Toyota Motor Engineering & Manufacturing,OCS Sensors May Short Circuit,AIR BAGS,"23TA15, 23LA03",Vehicle,999901,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2020-2021 Avalon, Avalon Hybrid, Corolla, Highlander, Highlander Hybrid, RAV4, RAV4 Hybrid, Lexus ES350, Lexus RX350, Lexus RX450H, 2021 Sienna Hybrid, Lexus ES250, 2020-2022 Camry, Camry Hybrid, and ES300H vehicles.  A short circuit may develop in the Occupant Classification System (OCS) sensor, preventing the front passenger air bag from deploying.",An air bag that does not deploy during a crash increases the risk of injury.,"Dealers will inspect and replace the sensor as necessary, free of charge.  Owner notification letters are expected to be mailed February 4, 2024.  Owners may contact Toyota customer service at 1-800-331-4331.  Toyota's number for this recall is 23TB15/23TA15 Lexus 23LB03/23LA03.",No,No,
