,NTD ID,Agency,Organization Type,Mode,Type of Service,Rail (True/False),Primary UZA UACE Code,Primary UZA Name,Primary UZA Sq Miles,Primary UZA Population,Service Area Sq Miles,Service Area Population,Year,Month,Vehicles,Vehicle Revenue Miles,Vehicle Revenue Hours,Unlinked Passenger Trips,Collisions with Motor Vehicle,Collisions with Person,Collisions with Fixed Object,Collisions with Rail Vehicle,Collisions with Bus Vehicle,Collisions with Other,Total Collisions,Total Derailments,Total Fires,Total Security Events,Total Events Not Otherwise Classified,Total Events,Passenger Fatalities,People Waiting or Leaving Fatalities,Operator Fatalities,Other Employee Fatalities,Total Employee Fatalities,Other Worker Fatalities,Bicyclist Fatalities,Pedestrian in Crosswalk Fatalities,Pedestrian Not in Crosswalk Fatalities,Pedestrian Crossing Tracks Fatalities,Pedestrian Walking Along Tracks Fatalities,Other Vehicle Occupant Fatalities,Other Fatalities,Trespasser Fatalities,Suicide Fatalities,Total Other Fatalities,Total Fatalities,Passenger Injuries,People Waiting or Leaving Injuries,Operator Injuries,Other Employee Injuries,Total Employee Injuries,Other Worker Injuries,Bicyclist Injuries,Pedestrian in Crosswalk Injuries,Pedestrian Not in Crosswalk Injuries,Pedestrian Crossing Tracks Injuries,Pedestrian Walking Along Tracks Injuries,Other Vehicle Occupant Injuries,Other Injuries,Trespasser Injuries,Suicide Injuries,Total Other Injuries,Total Injuries,Non-Major Physical Assaults on Operators,Non-Major Non-Physical Assaults on Operators,Non-Major Physical Assaults on Other Transit Workers,Non-Major Non-Physical Assaults on Other Transit Workers,Major Physical Assaults on Operators,Major Non-Physical Assaults on Operators,Major Physical Assaults on Other Transit Workers,Major Non-Physical Assaults on Other Transit Workers,Total Assaults on Transit Workers
60,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,1,32,182094,5917,41672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
61,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,2,31,167534,5419,34772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
62,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,3,33,185163,5959,42276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
63,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,4,30,198326,6336,53085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
64,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,5,48,241765,7824,72868,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
65,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,6,60,267141,8602,84817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
66,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,7,79,373291,12604,126121,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
67,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,8,78,386445,13034,132581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
68,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,9,41,277355,8950,78899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
69,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,10,42,212420,7140,54833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
70,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,11,32,204164,6870,51931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
71,20217,"Hampton Jitney, Inc.",Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,1215,9908805,2015,12,32,198777,6713,51270,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,,,,,,,,,
72,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,1,50,262319,6466,71527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
73,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,2,50,243826,6010,69148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
74,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,3,50,276434,6814,82320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
75,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,4,50,278432,6863,81517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
76,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,5,50,270615,6670,80048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
77,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,6,50,275653,6795,83059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
78,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,7,50,283190,6980,83492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
79,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,8,50,268741,6734,79364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
80,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,9,50,261853,6454,79306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
81,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,10,50,267216,6587,82289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
82,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,11,50,253773,6255,74434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
83,30102,Martz Trailways,Corporation,CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,2315,813888,2015,12,50,273092,6732,77370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
84,90044,City of Arcadia,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,11,56364,2014,1,16,20464,2139,11275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
85,90044,City of Arcadia,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,11,56364,2014,2,16,19792,2107,10911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
86,90044,City of Arcadia,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,11,56364,2014,3,16,21652,2256,12034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
87,90044,City of Arcadia,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,11,56364,2014,4,16,20973,2216,11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
88,90044,City of Arcadia,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,11,56364,2014,5,16,20461,2177,11714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
89,90044,City of Arcadia,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,11,56364,2014,6,16,19111,2012,8844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
90,90024,City of La Mirada,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,8,48761,2014,1,7,7437,773,4709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
91,90024,City of La Mirada,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,8,48761,2014,2,7,7156,744,4548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
92,90024,City of La Mirada,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,8,48761,2014,3,7,7704,807,4930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
93,90024,City of La Mirada,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,8,48761,2014,4,7,6730,717,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
94,90024,City of La Mirada,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,8,48761,2014,5,7,8584,796,4923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
95,90024,City of La Mirada,County or Local Government Unit or Department of Transportation,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,8,48761,2014,6,5,6440,683,3696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
96,90157,Access Services,Public Agency or Authority of Transit Service,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,1621,11638106,2014,1,709,2926620,172287,307666,2,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,
97,90157,Access Services,Public Agency or Authority of Transit Service,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,1621,11638106,2014,2,709,2740232,161548,292498,5,0,0,0,0,0,5,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,
98,90157,Access Services,Public Agency or Authority of Transit Service,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,1621,11638106,2014,3,709,3006905,178799,323287,4,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,,,,,,,,,
99,90157,Access Services,Public Agency or Authority of Transit Service,DR,PT,False,51445,"Los Angeles--Long Beach--Anaheim, CA",1636.83,12237376,1621,11638106,2014,4,709,2994264,178591,325737,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,
