,organization,dataset_name,column_name,tags,theme,isopen,license_id,license_title,accessLevel,license
254,City of New York,subway-lines,URL,"['basemap', 'cartography', 'doitt-gis', 'doittgis', 'line', 'location', 'map', 'station', 'subway', 'train', 'transfer', 'transit', 'transportation', 'travel']",Transportation,False,notspecified,License not specified,public,
255,City of New York,subway-lines,SHAPE_LEN,"['basemap', 'cartography', 'doitt-gis', 'doittgis', 'line', 'location', 'map', 'station', 'subway', 'train', 'transfer', 'transit', 'transportation', 'travel']",Transportation,False,notspecified,License not specified,public,
256,City of New York,medallion-taxi-initial-inspection-schedule,Medallion_Number,"['car-inspections', 'dmv', 'taxi-inspections', 'vehicle-inspections', 'woodside-inspections', 'yellow-cab', 'yellow-taxi']",Transportation,False,notspecified,License not specified,public,
257,City of New York,medallion-taxi-initial-inspection-schedule,1st_Inspection_DMV_Facility_Inspection_Month,"['car-inspections', 'dmv', 'taxi-inspections', 'vehicle-inspections', 'woodside-inspections', 'yellow-cab', 'yellow-taxi']",Transportation,False,notspecified,License not specified,public,
258,City of New York,medallion-taxi-initial-inspection-schedule,2nd_Inspection_Scheduled_Date,"['car-inspections', 'dmv', 'taxi-inspections', 'vehicle-inspections', 'woodside-inspections', 'yellow-cab', 'yellow-taxi']",Transportation,False,notspecified,License not specified,public,
259,City of New York,medallion-taxi-initial-inspection-schedule,2nd_Inspection_Scheduled_Time,"['car-inspections', 'dmv', 'taxi-inspections', 'vehicle-inspections', 'woodside-inspections', 'yellow-cab', 'yellow-taxi']",Transportation,False,notspecified,License not specified,public,
260,City of New York,medallion-taxi-initial-inspection-schedule,3rd_Inspection_Scheduled_Date,"['car-inspections', 'dmv', 'taxi-inspections', 'vehicle-inspections', 'woodside-inspections', 'yellow-cab', 'yellow-taxi']",Transportation,False,notspecified,License not specified,public,
261,City of New York,medallion-taxi-initial-inspection-schedule,3rd_Inspection_Scheduled_Time,"['car-inspections', 'dmv', 'taxi-inspections', 'vehicle-inspections', 'woodside-inspections', 'yellow-cab', 'yellow-taxi']",Transportation,False,notspecified,License not specified,public,
262,City of New York,medallion-taxi-initial-inspection-schedule,FleetAgentCode,"['car-inspections', 'dmv', 'taxi-inspections', 'vehicle-inspections', 'woodside-inspections', 'yellow-cab', 'yellow-taxi']",Transportation,False,notspecified,License not specified,public,
263,City of New York,medallion-taxi-initial-inspection-schedule,AgentName,"['car-inspections', 'dmv', 'taxi-inspections', 'vehicle-inspections', 'woodside-inspections', 'yellow-cab', 'yellow-taxi']",Transportation,False,notspecified,License not specified,public,
264,City of New York,medallion-taxi-initial-inspection-schedule,Last_Updated_Date_Time,"['car-inspections', 'dmv', 'taxi-inspections', 'vehicle-inspections', 'woodside-inspections', 'yellow-cab', 'yellow-taxi']",Transportation,False,notspecified,License not specified,public,
265,State of California,vehicle-fuel-type-count-by-zip-code,Date,"['battery-electric', 'california-zip-codes', 'diesel', 'ethanol', 'fuel-cell', 'fuel-type', 'gasoline', 'hybrid-gas', 'plug-in-hybrid']",Transportation,False,notspecified,License not specified,public,
266,State of California,vehicle-fuel-type-count-by-zip-code,Zip Code,"['battery-electric', 'california-zip-codes', 'diesel', 'ethanol', 'fuel-cell', 'fuel-type', 'gasoline', 'hybrid-gas', 'plug-in-hybrid']",Transportation,False,notspecified,License not specified,public,
267,State of California,vehicle-fuel-type-count-by-zip-code,Model Year,"['battery-electric', 'california-zip-codes', 'diesel', 'ethanol', 'fuel-cell', 'fuel-type', 'gasoline', 'hybrid-gas', 'plug-in-hybrid']",Transportation,False,notspecified,License not specified,public,
268,State of California,vehicle-fuel-type-count-by-zip-code,Fuel,"['battery-electric', 'california-zip-codes', 'diesel', 'ethanol', 'fuel-cell', 'fuel-type', 'gasoline', 'hybrid-gas', 'plug-in-hybrid']",Transportation,False,notspecified,License not specified,public,
269,State of California,vehicle-fuel-type-count-by-zip-code,Make,"['battery-electric', 'california-zip-codes', 'diesel', 'ethanol', 'fuel-cell', 'fuel-type', 'gasoline', 'hybrid-gas', 'plug-in-hybrid']",Transportation,False,notspecified,License not specified,public,
270,State of California,vehicle-fuel-type-count-by-zip-code,Duty,"['battery-electric', 'california-zip-codes', 'diesel', 'ethanol', 'fuel-cell', 'fuel-type', 'gasoline', 'hybrid-gas', 'plug-in-hybrid']",Transportation,False,notspecified,License not specified,public,
271,State of California,vehicle-fuel-type-count-by-zip-code,Vehicles,"['battery-electric', 'california-zip-codes', 'diesel', 'ethanol', 'fuel-cell', 'fuel-type', 'gasoline', 'hybrid-gas', 'plug-in-hybrid']",Transportation,False,notspecified,License not specified,public,
272,State of Connecticut,percent-of-covid-19-vaccine-recipients-who-live-in-a-svi-priority-zip-code-cumulative-and-,Practice Type,['covid-archive'],Health-And-Human-Services,False,notspecified,License not specified,public,
273,State of Connecticut,percent-of-covid-19-vaccine-recipients-who-live-in-a-svi-priority-zip-code-cumulative-and-,Percent SVI Priority Zip Code,['covid-archive'],Health-And-Human-Services,False,notspecified,License not specified,public,
274,State of Connecticut,percent-of-covid-19-vaccine-recipients-who-live-in-a-svi-priority-zip-code-cumulative-and-,Date Updated,['covid-archive'],Health-And-Human-Services,False,notspecified,License not specified,public,
275,City of Los Angeles,los-angeles-international-airport-passenger-traffic-by-terminal,DataExtractDate,"['airport', 'flight', 'lawa', 'lax', 'passenger', 'terminal']",Transportation,False,other-license-specified,other-license-specified,public,http://creativecommons.org/licenses/by/4.0/legalcode
276,City of Los Angeles,los-angeles-international-airport-passenger-traffic-by-terminal,ReportPeriod,"['airport', 'flight', 'lawa', 'lax', 'passenger', 'terminal']",Transportation,False,other-license-specified,other-license-specified,public,http://creativecommons.org/licenses/by/4.0/legalcode
277,City of Los Angeles,los-angeles-international-airport-passenger-traffic-by-terminal,Terminal,"['airport', 'flight', 'lawa', 'lax', 'passenger', 'terminal']",Transportation,False,other-license-specified,other-license-specified,public,http://creativecommons.org/licenses/by/4.0/legalcode
278,City of Los Angeles,los-angeles-international-airport-passenger-traffic-by-terminal,Arrival_Departure,"['airport', 'flight', 'lawa', 'lax', 'passenger', 'terminal']",Transportation,False,other-license-specified,other-license-specified,public,http://creativecommons.org/licenses/by/4.0/legalcode
279,City of Los Angeles,los-angeles-international-airport-passenger-traffic-by-terminal,Domestic_International,"['airport', 'flight', 'lawa', 'lax', 'passenger', 'terminal']",Transportation,False,other-license-specified,other-license-specified,public,http://creativecommons.org/licenses/by/4.0/legalcode
280,City of Los Angeles,los-angeles-international-airport-passenger-traffic-by-terminal,Passenger_Count,"['airport', 'flight', 'lawa', 'lax', 'passenger', 'terminal']",Transportation,False,other-license-specified,other-license-specified,public,http://creativecommons.org/licenses/by/4.0/legalcode
281,Department of Transportation,motor-vehicle-registrations-dashboard-data,year,"['motor-vehicle', 'motor-vehicle-registrations', 'registrations', 'states', 'travel']",Roadways-And-Bridges,False,notspecified,License not specified,public,
282,Department of Transportation,motor-vehicle-registrations-dashboard-data,state,"['motor-vehicle', 'motor-vehicle-registrations', 'registrations', 'states', 'travel']",Roadways-And-Bridges,False,notspecified,License not specified,public,
283,Department of Transportation,motor-vehicle-registrations-dashboard-data,Auto,"['motor-vehicle', 'motor-vehicle-registrations', 'registrations', 'states', 'travel']",Roadways-And-Bridges,False,notspecified,License not specified,public,
284,Department of Transportation,motor-vehicle-registrations-dashboard-data,Bus,"['motor-vehicle', 'motor-vehicle-registrations', 'registrations', 'states', 'travel']",Roadways-And-Bridges,False,notspecified,License not specified,public,
285,Department of Transportation,motor-vehicle-registrations-dashboard-data,Truck,"['motor-vehicle', 'motor-vehicle-registrations', 'registrations', 'states', 'travel']",Roadways-And-Bridges,False,notspecified,License not specified,public,
286,Department of Transportation,motor-vehicle-registrations-dashboard-data,Motorcycle,"['motor-vehicle', 'motor-vehicle-registrations', 'registrations', 'states', 'travel']",Roadways-And-Bridges,False,notspecified,License not specified,public,
287,State of Maryland,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,Year ,"['auto', 'car', 'maryland-mva', 'mva', 'new', 'preowned', 'sales', 'trucks', 'used', 'vehicle']",Transportation,False,notspecified,License not specified,public,
288,State of Maryland,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,Month ,"['auto', 'car', 'maryland-mva', 'mva', 'new', 'preowned', 'sales', 'trucks', 'used', 'vehicle']",Transportation,False,notspecified,License not specified,public,
289,State of Maryland,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,New,"['auto', 'car', 'maryland-mva', 'mva', 'new', 'preowned', 'sales', 'trucks', 'used', 'vehicle']",Transportation,False,notspecified,License not specified,public,
290,State of Maryland,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,Used,"['auto', 'car', 'maryland-mva', 'mva', 'new', 'preowned', 'sales', 'trucks', 'used', 'vehicle']",Transportation,False,notspecified,License not specified,public,
291,State of Maryland,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,Total Sales New,"['auto', 'car', 'maryland-mva', 'mva', 'new', 'preowned', 'sales', 'trucks', 'used', 'vehicle']",Transportation,False,notspecified,License not specified,public,
292,State of Maryland,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,Total Sales Used,"['auto', 'car', 'maryland-mva', 'mva', 'new', 'preowned', 'sales', 'trucks', 'used', 'vehicle']",Transportation,False,notspecified,License not specified,public,
293,State of New York,mta-subway-stations-and-complexes,Complex ID,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
294,State of New York,mta-subway-stations-and-complexes,Is Complex,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
295,State of New York,mta-subway-stations-and-complexes,Number Of Stations In Complex,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
296,State of New York,mta-subway-stations-and-complexes,Stop Name,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
297,State of New York,mta-subway-stations-and-complexes,Display Name,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
298,State of New York,mta-subway-stations-and-complexes,Constituent Station Names,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
299,State of New York,mta-subway-stations-and-complexes,Station IDs,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
300,State of New York,mta-subway-stations-and-complexes,GTFS Stop IDs,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
301,State of New York,mta-subway-stations-and-complexes,Borough,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
302,State of New York,mta-subway-stations-and-complexes,Daytime Routes,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
303,State of New York,mta-subway-stations-and-complexes,Structure Type,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
304,State of New York,mta-subway-stations-and-complexes,Latitude,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
305,State of New York,mta-subway-stations-and-complexes,Longitude,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
306,State of New York,mta-subway-stations-and-complexes,ADA,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
307,State of New York,mta-subway-stations-and-complexes,ADA Notes,"['staten-island-railway', 'stations', 'subways']",Transportation,False,notspecified,License not specified,public,
308,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TRAIL_NO,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
309,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TRAIL_NAME,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
310,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TRAIL_TYPE,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
311,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TRAIL_CN,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
312,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,BMP,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
313,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,EMP,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
314,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SEGMENT_LENGTH,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
315,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,ADMIN_ORG,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
316,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,MANAGING_ORG,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
317,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SECURITY_ID,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
318,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,ATTRIBUTESUBSET,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
319,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,NATIONAL_TRAIL_DESIGNATION,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
320,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TRAIL_CLASS,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
321,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TERRA_BASE_SYMBOLOGY,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
322,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,ACCESSIBILITY_STATUS,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
323,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TRAIL_SURFACE,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
324,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SURFACE_FIRMNESS,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
325,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TYPICAL_TRAIL_GRADE,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
326,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TYPICAL_TREAD_WIDTH,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
327,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,MINIMUM_TRAIL_WIDTH,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
328,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TYPICAL_TREAD_CROSS_SLOPE,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
329,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SPECIAL_MGMT_AREA,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
330,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,MVUM_SYMBOL,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
331,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,ALLOWED_TERRA_USE,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
332,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,ALLOWED_SNOW_USE,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
333,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,HIKER_PEDESTRIAN_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
334,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,HIKER_PEDESTRIAN_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
335,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,HIKER_PEDESTRIAN_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
336,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,PACK_SADDLE_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
337,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,PACK_SADDLE_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
338,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,PACK_SADDLE_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
339,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,BICYCLE_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
340,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,BICYCLE_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
341,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,BICYCLE_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
342,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,MOTORCYCLE_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
343,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,MOTORCYCLE_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
344,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,MOTORCYCLE_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
345,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,ATV_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
346,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,ATV_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
347,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,ATV_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
348,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,FOURWD_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
349,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,FOURWD_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
350,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,FOURWD_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
351,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SNOWMOBILE_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
352,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SNOWMOBILE_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
353,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SNOWMOBILE_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
354,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SNOWSHOE_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
355,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SNOWSHOE_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
356,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SNOWSHOE_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
357,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,XCOUNTRY_SKI_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
358,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,XCOUNTRY_SKI_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
359,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,XCOUNTRY_SKI_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
360,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,MOTOR_WATERCRAFT_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
361,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,MOTOR_WATERCRAFT_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
362,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,MOTOR_WATERCRAFT_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
363,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,NONMOTOR_WATERCRAFT_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
364,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,NONMOTOR_WATERCRAFT_ACCPT_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
365,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,NONMOTOR_WATERCRAFT_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
366,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,GIS_MILES,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
367,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SHAPE,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
368,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,TERRA_MOTORIZED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
369,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,SNOW_MOTORIZED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
370,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,WATER_MOTORIZED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
371,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,OBJECTID,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
372,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,GLOBALID,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
373,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS1_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
374,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS1_ACCPT,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
375,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS1_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
376,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS1_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
377,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS2_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
378,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS2_ACCPT,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
379,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS2_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
380,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS2_RESTRICTED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
381,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS3_MANAGED,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
382,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS3_ACCPT,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
383,Department of Agriculture,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS3_DISC,"['open-data', 'transportation']",Geospatial,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
